2021,Tse,Yang,Lucas,Boo,5,2,1,7,7,7,29,24,96.28%,Gold,medal
2021,Shevonne,Chia,7,2,0,7,7,0,23,53,91.59%,Silver,medal
2021,Xinghui,Hu,7,1,1,7,0,0,16,167,73.14%,Bronze,medal
2004,?,6,6,0,7,0,7,26,93,81.03%,Silver,medal
2004,Chongli,Daniel,Chen,6,3,1,7,1,0,18,200,58.97%,Bronze,medal
2004,Anand,Bharathwaj,Rajagopalan,7,1,1,7,4,0,20,169,65.36%,Bronze,medal
2004,Jia,Min,Charmaine,Sia,7,2,2,7,3,1,22,143,70.72%,Bronze,medal
2004,Kenneth,Tay,Jingyi,7,3,3,7,4,1,25,101,79.38%,Silver,medal
2004,Joel,Tay,Wei,En,7,2,2,7,3,7,28,74,84.95%,Silver,medal
2003,?,2,2,0,1,0,0,5,346,24.34%
2003,Kai,Fong,Ernest,Chong,2,3,0,7,0,0,12,211,53.95%,Honourable,mention
2003,Jia,Min,Charmaine,Sia,7,1,0,7,0,0,15,163,64.47%,Bronze,medal
2003,Jingyi,Kenneth,Tay,2,1,0,7,1,1,12,211,53.95%,Honourable,mention
2003,Wei,En,Joel,Tay,7,3,0,7,0,1,18,107,76.75%,Bronze,medal
2003,Wei,Hao,Teo,2,0,0,7,0,0,9,269,41.23%,Honourable,mention
2002,Kiat,Chuan,Tan,7,6,1,7,2,1,24,86,82.22%,Silver,medal
2002,Weiyu,Colin,Tan,7,0,0,3,2,0,12,249,48.12%,Honourable,mention
2002,Zhiwei,Calvin,Lin,1,6,0,0,2,1,10,281,41.42%
2002,Dazhe,Meng,7,7,0,4,2,0,20,145,69.87%,Bronze,medal
2002,Wei,Quan,Julius,Poh,7,6,1,6,2,3,25,78,83.89%,Silver,medal
2002,Ngai-Hang,Zachary,Leun,5,6,1,7,2,0,21,133,72.38%,Bronze,medal
2001,Kiat,Chuan,Tan,6,7,1,7,4,2,27,53,88.98%,Silver,medal
2001,Zachary,Ngaihang,Leung,3,0,0,4,3,0,10,243,48.73%
2001,Zhiwei,Calvin,Lin,4,0,1,1,3,2,11,228,51.91%,Bronze,medal
2001,Dazhe,Meng,3,0,0,7,5,0,15,164,65.47%,Bronze,medal
2001,Nicholas,Ming,Qiang,Tham,3,0,1,6,2,0,12,212,55.30%,Bronze,medal
2001,Gary,Yuen,Long,Yeh,3,0,5,2,2,0,12,212,55.30%,Bronze,medal
2000,Chin,Lum,Kwa,3,5,0,3,0,0,11,213,53.91%,Bronze,medal
2000,Yin,Lim,7,1,2,7,2,2,21,100,78.48%,Silver,medal
2000,Wan,Long,Ng,2,1,0,3,0,0,6,333,27.83%
2000,Chee,Hau,Tan,7,7,1,2,3,0,20,111,76.09%,Bronze,medal
2000,Kah,Keng,Tay,3,1,1,1,1,0,7,309,33.04%
2000,Kah,Seng,Tay,2,1,0,2,1,0,6,333,27.83%
1999,Yonsi,Daniel,Hue,7,1,2,2,2,1,15,138,69.49%,Bronze,medal
1999,Chin,Lum,Kwa,3,0,1,2,0,1,7,316,29.84%
1999,Yin,Lim,7,1,4,1,1,1,15,138,69.49%,Bronze,medal
1999,Shaowei,Lin,7,0,2,6,1,0,16,129,71.49%,Bronze,medal
1999,Shang,Yi,Lu,2,1,0,1,1,1,6,344,23.61%
1999,Chong,Kian,Soh,7,0,2,2,1,0,12,202,55.23%,Bronze,medal
1998,Ruimin,He,3,7,2,4,2,0,18,158,62.44%,Bronze,medal
1998,Cheng,Jiann,Huah,7,7,2,7,7,0,30,38,91.15%,Silver,medal
1998,Hong,Yi,Li,2,7,2,2,0,0,13,206,50.96%,Honourable,mention
1998,Yee,Fun,Lim,0,0,2,7,0,0,9,253,39.71%,Honourable,mention
1998,Shaowei,Lin,2,0,2,7,7,0,18,158,62.44%,Bronze,medal
1998,Keng,Hee,Yeo,7,1,2,7,5,0,22,112,73.44%,Bronze,medal
1997,Cheng,Jiann,Huah,4,2,0,5,7,0,18,177,61.66%,Bronze,medal
1997,Yee,Fun,Lim,2,0,0,7,0,0,9,299,35.08%,Honourable,mention
1997,Shaowei,Lin,1,0,1,7,7,0,16,200,56.64%,Bronze,medal
1997,Chin,How,Jeffrey,Pang,1,7,7,2,0,0,17,192,58.39%,Bronze,medal
1997,Senkodan,Thevendran,4,7,0,6,0,1,18,177,61.66%,Bronze,medal
1997,Keng,Hee,Yeo,4,0,0,2,3,1,10,285,38.13%
1996,Jeffrey,Chin,How,Pang,2,3,1,0,0,7,13,164,61.47%,Bronze,medal
1996,Yee,Fun,Lim,5,4,0,0,1,7,17,121,71.63%,Bronze,medal
1996,Hung,Low,Tzer,4,1,2,1,1,7,16,130,69.50%,Bronze,medal
1996,Daniel,Tan,Kwang,Pang,2,1,1,1,0,0,5,290,31.68%
1996,Senkodan,Thevendran,6,7,7,2,0,7,29,32,92.67%,Gold,medal
1996,Keng,Hee,Yeo,4,0,1,0,1,0,6,266,37.35%
1995,Yi-Huak,Koh,7,0,3,5,1,0,16,222,46.23%,Honourable,mention
1995,Chin,How,Jeffrey,Pang,7,0,7,6,7,0,27,114,72.51%,Bronze,medal
1995,Wee,Peng,Tay,2,0,0,1,2,0,5,349,15.33%
1995,Han,Ping,Davin,Chor,7,7,7,7,1,0,29,90,78.35%,Silver,medal
1995,Hoe,Teck,Wee,7,0,7,6,7,5,32,66,84.18%,Silver,medal
1995,Senkodan,Thevendran,7,0,1,7,7,0,22,162,60.83%,Bronze,medal
1994,Han,Ping,Chor,0,7,2,2,2,0,13,254,34.11%,Honourable,mention
1994,Chui,Ping,Ho,0,3,7,3,0,0,13,254,34.11%,Honourable,mention
1994,Choon,Siang,Tan,1,0,3,3,5,0,12,268,30.47%
1994,Swee,Heng,Tan,1,7,2,5,0,0,15,230,40.36%,Honourable,mention
1994,Pang,Siu,Taur,7,7,3,7,2,7,33,67,82.81%,Silver,medal
1994,Wee,Hoe,Teck,1,7,7,7,6,2,30,88,77.34%,Silver,medal
1993,Siu,Taur,Pang,0,0,0,1,6,7,14,151,63.59%,Bronze,medal
1993,Choon,Siang,Tan,0,0,0,3,2,2,7,241,41.75%
1993,Swee,Heng,Tan,0,0,0,3,1,0,4,311,24.76%
1993,Hoe,Teck,Wee,1,3,0,5,7,0,16,133,67.96%,Bronze,medal
1993,Chan,Vee,Chong,0,2,0,1,2,7,12,176,57.52%,Bronze,medal
1993,Andrew,Yan-Tak,Ng,7,0,5,3,7,0,22,73,82.52%,Silver,medal
1992,Chek,Beng,Chua,0,7,7,6,0,0,20,100,69.16%,Bronze,medal
1992,Wing,Lup,Leong,2,4,0,1,0,0,7,229,28.97%
1992,Chu,Wee,Lim,6,4,1,5,1,7,24,73,77.57%,Silver,medal
1992,Chee,We,Ng,0,7,0,6,0,2,15,133,58.88%,Bronze,medal
1992,Siu,Taur,Pang,0,4,0,7,0,3,14,146,54.83%,Bronze,medal
1992,Huei,Chung,Teng,6,1,0,2,0,0,9,204,36.76%
1991,Chek,Beng,Chua,4,3,0,2,7,0,16,170,46.69%,Honourable,mention
1991,Chu,Wee,Lim,7,7,7,1,7,4,33,58,82.02%,Silver,medal
1991,Li,Ying,Lim,0,0,3,0,0,0,3,279,12.30%
1991,Chee,We,Ng,4,3,1,0,0,0,8,238,25.24%
1991,Ki,Khoon,Pang,0,0,3,0,4,0,7,245,23.03%
1991,Chong,Hui,Tan,7,7,4,2,7,0,27,90,71.92%,Bronze,medal
1990,Zihuai,Jin,0,7,1,2,5,0,15,156,49.51%,Honourable,mention
1990,Ziwei,Lin,2,5,1,1,2,3,14,171,44.63%
1990,Chong,Hui,Tan,7,3,2,1,5,0,18,116,62.54%,Bronze,medal
1990,Li,Woon,Lim,1,4,2,1,6,3,17,131,57.65%,Bronze,medal
1990,Han,Yin,Hsi,2,3,2,1,2,4,14,171,44.63%
1990,Changkai,Yu,1,7,0,2,5,0,15,156,49.51%,Honourable,mention
