2021,,Neo,Dahlfors,2,0,0,1,0,0,3,459,25.89%
2004,David,Ericsson,4,5,0,7,0,1,17,212,56.49%,Bronze,medal
2004,Sam,Robert,Thelin,1,1,0,7,0,0,9,335,31.13%,Honourable,mention
2003,Daniel,Andersson,0,1,0,7,0,0,8,292,36.18%,Honourable,mention
2003,Erik,Bernhardsson,7,0,0,0,1,0,8,292,36.18%,Honourable,mention
2003,Johan,Bredberg,0,1,0,0,1,0,2,402,12.06%
2003,Valentina,Chapovalova,7,3,0,7,1,0,18,107,76.75%,Bronze,medal
2003,Ragnar,Freij,5,1,0,0,0,0,6,339,25.88%
2003,Grigori,Grozman,7,0,0,3,0,0,10,247,46.05%,Honourable,mention
2002,Daniel,Andersson,7,3,0,5,1,0,16,191,60.25%,Bronze,medal
2002,Nils-Erik,Bomark,4,0,0,0,1,0,5,360,24.90%
2002,Valentina,Chapovalova,7,6,0,1,1,0,15,201,58.16%,Bronze,medal
2002,Grigori,Grozman,6,1,0,6,0,0,13,233,51.46%
2002,Cecilia,Holmgren,0,0,0,0,0,0,0,459,4.18%
2002,Carl,Nettelblad,7,0,0,3,1,0,11,266,44.56%,Honourable,mention
2001,Per,Anders,Andersson,7,0,1,7,0,0,15,164,65.47%,Bronze,medal
2001,Johan,Bjorklund,0,0,1,0,0,0,1,429,9.32%
2001,Johan,Land,1,0,0,1,3,0,5,327,30.93%
2001,Edwin,Luppert,0,0,0,0,0,0,0,446,5.72%
2001,Karl,Martensson,0,1,2,0,1,0,4,347,26.69%
2001,Rasmus,Wedberg,0,0,0,0,0,0,0,446,5.72%
2000,Per,Anders,Andersson,7,7,0,7,2,0,23,79,83.04%,Silver,medal
2000,Ather,Gattami,3,1,0,0,0,2,6,333,27.83%
2000,Andreas,Holmström,0,1,0,7,0,0,8,287,37.83%,Honourable,mention
2000,Johannes,Nordstrom,0,0,0,7,0,0,7,309,33.04%,Honourable,mention
2000,Carl,Johan,Ragnarsson,7,7,0,6,4,2,26,57,87.83%,Silver,medal
2000,Erik,Sandberg,4,1,0,2,0,0,7,309,33.04%
1999,Erik,Borgström,7,0,7,0,0,1,15,138,69.49%,Bronze,medal
1999,Andreas,Holmström,4,0,4,2,0,0,10,248,44.99%
1999,Jelena,Opanasyk,3,0,0,2,0,1,6,344,23.61%
1999,Carl,Johan,Ragnarsson,3,0,1,2,0,1,7,316,29.84%
1999,David,Rydh,2,0,1,7,2,3,15,138,69.49%,Bronze,medal
1999,Olov,Wilander,5,1,2,5,0,0,13,178,60.58%,Bronze,medal
1998,Johan,Karlsson,0,7,3,0,4,0,14,194,53.83%,Bronze,medal
1998,Ulf,Norell,1,0,2,0,0,0,3,340,18.90%
1998,Jelena,Opanasyk,1,0,0,3,0,0,4,326,22.25%
1998,David,Rydh,0,7,7,6,0,0,20,134,68.18%,Bronze,medal
1998,Björn,Samuelsson,5,0,2,4,0,0,11,226,46.17%
1998,Olov,Wilander,0,5,1,0,0,0,6,296,29.43%
1997,Johannes,Borgström,1,0,6,4,3,0,14,232,49.67%
1997,Johan,Karlsson,1,7,0,4,7,1,20,155,66.45%,Bronze,medal
1997,Rikard,Olofsson,4,0,2,0,5,1,12,258,44.01%
1997,Hans,Rullgård,7,7,7,7,6,5,39,11,97.82%,Gold,medal
1997,David,Rydh,7,1,0,6,7,0,21,142,69.28%,Bronze,medal
1997,Björn,Samuelsson,5,0,7,4,6,0,22,131,71.68%,Bronze,medal
1996,Milena,Anguelova,0,7,1,0,0,0,8,236,44.44%,Honourable,mention
1996,Martin,de,Maré,4,0,1,0,0,7,12,180,57.68%,Bronze,medal
1996,Jian,Liu,2,0,0,1,0,0,3,353,16.78%
1996,Hans,Rullgård,4,1,4,7,1,7,24,57,86.76%,Silver,medal
1996,Markus,Rydh,4,0,1,0,0,0,5,290,31.68%
1996,Helen,Toomik,2,1,1,0,0,1,5,290,31.68%
1995,Milena,Anguelova,3,0,0,5,7,0,15,230,44.28%,Honourable,mention
1995,Marcus,Better,7,0,2,6,7,6,28,102,75.43%,Bronze,medal
1995,Jacob,Norda,0,0,5,5,0,0,10,291,29.44%
1995,Hans,Rullgård,7,0,4,7,7,0,25,137,66.91%,Bronze,medal
1995,Samuel,Rydh,7,0,0,7,0,0,14,245,40.63%,Honourable,mention
1995,Thomas,Strömstedt,7,0,2,5,0,0,14,245,40.63%,Honourable,mention
1994,Marcus,Better,1,0,3,0,6,7,17,205,46.88%,Honourable,mention
1994,Ola,Hansson,2,4,5,3,0,2,16,214,44.53%
1994,Mats-Petter,Pettersson,0,0,7,0,3,0,10,298,22.66%,Honourable,mention
1994,Hans,Rullgård,7,0,4,2,0,2,15,230,40.36%,Honourable,mention
1994,Samuel,Rydh,2,6,0,0,7,7,22,154,60.16%,Bronze,medal
1994,Henrik,Stewenius,1,3,5,3,0,0,12,268,30.47%
1993,David,Bergkvist,1,0,0,0,1,0,2,360,12.86%
1993,Marcus,Better,0,2,0,0,7,2,11,188,54.61%,Bronze,medal
1993,Stefan,Burström,0,2,0,0,2,1,5,284,31.31%
1993,Lars,Edberg,0,2,0,0,3,0,5,284,31.31%
1993,Andreas,Isacsson,1,0,0,4,2,0,7,241,41.75%
1993,Oskar,Malm,0,6,4,2,7,2,21,83,80.10%,Silver,medal
1992,Fredrik,Andréasson,4,4,5,6,7,4,30,32,90.34%,Silver,medal
1992,Jànos,Barát,3,0,0,1,0,4,8,211,34.58%
1992,Per-Anders,Enkvist,0,4,0,4,0,0,8,211,34.58%
1992,Oskar,Malm,1,0,0,5,0,2,8,211,34.58%
1992,Erik,Ouchterlony,0,1,0,5,0,0,6,238,26.17%
1992,Andreas,Strömbergsson,7,3,7,7,0,6,30,32,90.34%,Silver,medal
1991,Fredrik,Andréasson,0,4,3,7,7,3,24,108,66.25%,Bronze,medal
1991,Peter,Grenholm,7,7,3,3,7,5,32,61,81.07%,Silver,medal
1991,Per,Hallberg,0,2,0,4,0,0,6,253,20.50%
1991,Patrik,Jansson,4,1,3,1,1,2,12,202,36.59%
1991,Andreas,Strömbergsson,7,7,3,7,7,7,38,21,93.69%,Silver,medal
1991,Frank,Wikström,0,2,5,3,3,0,13,194,39.12%
1990,Gunnar,Andersson,0,3,2,0,4,1,10,225,27.04%
1990,Fredrik,Andréasson,0,5,1,1,5,0,12,201,34.85%
1990,Peter,Grenholm,0,7,2,7,7,0,23,71,77.20%,Silver,medal
1990,Peter,Österlund,0,7,3,1,7,1,19,106,65.80%,Bronze,medal
1990,Andreas,Strömbergsson,1,7,1,1,7,0,17,131,57.65%,Bronze,medal
1990,Frank,Wikström,0,3,1,3,2,1,10,225,27.04%
