2002,Hok,Pun,Yu,7,7,1,7,7,0,29,29,94.14%,Gold,medal
2001,Kin,Hang,Chan,7,0,1,6,3,0,17,140,70.55%,Bronze,medal
2001,Khek,Lun,Harold,Chao,7,0,0,3,2,0,12,212,55.30%,Bronze,medal
2001,Kei,Tsi,Daniel,Cheng,7,7,7,0,2,0,23,73,84.75%,Silver,medal
2001,Man,Ho,Ko,2,0,0,7,3,0,12,212,55.30%,Bronze,medal
2001,Wai,Ying,Leung,7,0,1,7,3,0,18,127,73.31%,Bronze,medal
2001,Hok,Pun,Yu,7,7,0,7,3,1,25,61,87.29%,Silver,medal
2000,Kin,Hang,Chan,2,1,0,6,0,0,9,260,43.70%
2000,Wai,Tong,Fan,4,1,0,1,0,4,10,230,50.22%
2000,Ka,Ho,Law,7,1,0,4,4,0,16,149,67.83%,Bronze,medal
2000,Ka,Wing,Ng,3,5,0,5,1,0,14,176,61.96%,Bronze,medal
2000,Chun,Wai,Carto,Wong,7,1,0,1,1,0,10,230,50.22%,Honourable,mention
2000,Hok,Pun,Yu,0,7,2,6,6,0,21,100,78.48%,Silver,medal
1999,Ho,Leung,Chan,4,4,0,3,1,0,12,202,55.23%,Bronze,medal
1999,Kin,Hang,Chan,4,0,3,4,1,0,12,202,55.23%,Bronze,medal
1999,Tsz,Hong,Hubert,Chan,7,0,2,5,0,1,15,138,69.49%,Bronze,medal
1999,Ka,Ho,Law,3,1,3,5,1,0,13,178,60.58%,Bronze,medal
1999,Ka,Wing,Ng,2,2,0,4,1,1,10,248,44.99%
1999,Chun,Wai,Carto,Wong,7,0,0,2,1,1,11,227,49.67%,Honourable,mention
1998,Kin,Hang,Chan,0,7,2,0,0,0,9,253,39.71%,Honourable,mention
1998,Pok,Man,Cheung,6,7,2,7,7,0,29,49,88.52%,Silver,medal
1998,Ming,Cheung,Choi,7,0,2,7,3,0,19,145,65.55%,Bronze,medal
1998,Lap,Ming,Alvin,Lau,7,2,1,7,0,0,17,165,60.77%,Bronze,medal
1998,Ka,Ho,Law,1,0,1,1,2,0,5,306,27.03%
1998,Wing,Chung,Leung,7,7,2,7,0,0,23,104,75.36%,Bronze,medal
1997,Chung,Lam,Chan,1,7,1,5,6,0,20,155,66.45%,Bronze,medal
1997,Pok,Man,Cheung,1,7,1,7,7,0,23,120,74.07%,Bronze,medal
1997,Lap,Ming,Alvin,Lau,3,7,1,6,4,0,21,142,69.28%,Bronze,medal
1997,Wing,Chung,Leung,6,0,7,6,0,0,19,167,63.83%,Bronze,medal
1997,Tze,Tao,Edmond,Mok,2,7,1,4,1,0,15,221,52.07%,Bronze,medal
1997,Ka,Chun,Yu,2,0,0,3,2,1,8,322,30.07%
1996,Wing,Yip,Ho,4,5,2,0,0,1,12,180,57.68%,Bronze,medal
1996,Chun,Ling,Yu,4,7,1,1,1,5,19,102,76.12%,Bronze,medal
1996,Siu,Lung,David,Law,5,1,7,1,0,0,14,150,64.78%,Bronze,medal
1996,Tze,Tao,Edmond,Mok,2,1,1,0,1,7,12,180,57.68%,Bronze,medal
1996,Wai,Hoi,Bobby,Poon,3,7,5,1,1,7,24,57,86.76%,Silver,medal
1996,Shan,Shan,Tse,2,0,1,0,0,0,3,353,16.78%
1995,Wing,Yip,Ho,7,7,7,7,7,1,36,31,92.70%,Silver,medal
1995,Kwok,Koon,Cheung,7,7,4,1,7,0,26,132,68.13%,Bronze,medal
1995,Chun,Ling,Yu,7,0,4,2,7,1,21,166,59.85%,Bronze,medal
1995,Tze,Tao,Edmond,Mok,7,0,3,3,1,0,14,245,40.63%,Honourable,mention
1995,Wai,Hoi,Bobby,Poon,7,0,4,4,7,3,25,137,66.91%,Bronze,medal
1995,Him,Ting,Wong,7,7,2,3,7,3,29,90,78.35%,Silver,medal
1994,Hoi,Pan,Chu,3,3,7,2,5,0,20,176,54.43%,Bronze,medal
1994,Wing,Yip,Ho,5,7,5,5,3,6,31,78,79.95%,Silver,medal
1994,Wai,Hoi,Bobby,Poon,7,7,7,1,0,2,24,132,65.89%,Bronze,medal
1994,Yun,Leung,Suen,7,7,1,4,3,0,22,154,60.16%,Bronze,medal
1994,Ka,Hing,Tsui,7,7,7,5,4,7,37,37,90.63%,Silver,medal
1994,Him,Ting,Wong,7,2,7,7,5,0,28,102,73.70%,Bronze,medal
1993,Hoi,Pan,Chu,0,0,0,4,1,0,5,284,31.31%
1993,Tzs,Ho,Chan,1,7,0,3,3,0,14,151,63.59%,Bronze,medal
1993,Chi,Wai,Lam,1,7,0,0,4,1,13,161,61.17%,Bronze,medal
1993,Kwong,Shing,Lin,0,4,0,4,4,5,17,122,70.63%,Bronze,medal
1993,Ka,Hing,Tsui,1,5,0,3,1,2,12,176,57.52%,Bronze,medal
1993,Fai,Yung,1,0,0,0,7,1,9,210,49.27%,Honourable,mention
1992,Wai-Yin,Chung,3,3,0,6,2,0,14,146,54.83%,Bronze,medal
1992,Chi,Wai,Lam,0,1,1,7,1,2,12,170,47.35%,Honourable,mention
1992,Pei-Fung,Lam,7,4,1,7,0,2,21,93,71.34%,Bronze,medal
1992,Wai,Fun,Lee,3,1,0,7,0,2,13,156,51.71%,Honourable,mention
1992,Yun,Leung,Suen,0,1,0,3,0,0,4,276,14.33%
1992,Kar-Keung,To,7,7,2,7,0,2,25,65,80.06%,Silver,medal
1991,Kin-Wah,Chan,0,6,4,7,2,1,20,144,54.89%,Bronze,medal
1991,Trevor,Cheuk-Wah,Cheung,4,2,0,0,1,2,9,226,29.02%
1991,Thomas,Chi-Kin,Ko,0,4,3,1,7,0,15,175,45.11%,Honourable,mention
1991,Chi-Ho,Ngai,0,6,3,1,4,0,14,186,41.64%
1991,Kar-Keung,To,0,6,3,7,3,0,19,152,52.37%,Bronze,medal
1991,Wilkie,Wong,1,4,3,3,1,2,14,186,41.64%
1990,Kin-Wah,Chan,1,7,1,2,7,1,19,106,65.80%,Bronze,medal
1990,Chi,Hin,Lau,7,7,4,1,3,0,22,80,74.27%,Bronze,medal
1990,Yuk,Ho,7,1,3,3,3,1,18,116,62.54%,Bronze,medal
1990,Wing,Kai,Leung,4,5,1,1,7,1,19,106,65.80%,Bronze,medal
1990,Wing,Leung,Cheng,3,1,1,0,6,2,13,184,40.39%
1990,Jim,Lok,Ma,1,7,1,1,3,1,14,171,44.63%,Honourable,mention
