2021,Md.,Fuad,Al,,Alam,4,0,0,6,0,0,10,319,48.54%
2016,Md,Sanzeed,Anwar,7,2,0,4,0,0,13,355,41.10%,Honourable,mention
2016,Ahmed,Zawad,Chowdhury,7,2,0,7,0,5,21,146,75.87%,Bronze,medal
2016,Asif,E,Elahi,7,7,0,7,7,0,28,45,92.68%,Silver,medal
2016,S,M,Nayeemul,Islam,7,0,0,7,0,1,15,281,53.41%,Honourable,mention
2016,Md,Sabbir,Rahman,7,1,0,7,4,0,19,184,69.55%,Bronze,medal
2016,Sazid,Akhter,Turzo,7,2,0,7,0,0,16,253,58.07%,Bronze,medal
2015,Md,Sanzeed,Anwar,7,0,0,7,7,0,21,88,84.90%,Silver,medal
2015,Asif,E,Elahi,7,1,1,7,1,0,17,160,72.40%,Bronze,medal
2015,Adib,Hasan,4,4,1,7,1,0,17,160,72.40%,Bronze,medal
2015,S,M,Nayeemul,Islam,4,1,0,7,1,0,13,283,51.04%,Honourable,mention
2015,Md,Sabbir,Rahman,6,0,1,7,1,0,15,217,62.50%,Bronze,medal
2015,Sazid,Akhter,Turzo,4,0,1,7,2,0,14,257,55.56%,Bronze,medal
2014,Md,Sanzeed,Anwar,7,0,0,7,0,0,14,321,42.75%,Honourable,mention
2014,Asif,E,Elahi,7,0,0,7,0,0,14,321,42.75%,Honourable,mention
2014,Adib,Hasan,7,1,0,7,1,0,16,267,52.42%,Bronze,medal
2014,Mutasim,Mim,7,0,0,1,0,0,8,421,24.87%,Honourable,mention
2014,Nur,Muhammad,Shafiullah,7,5,0,7,3,0,22,124,78.00%,Silver,medal
2014,Sazid,Akhter,Turzo,3,0,0,7,0,0,10,387,30.95%,Honourable,mention
2013,Sourav,Das,7,0,0,7,1,0,15,250,52.66%,Bronze,medal
2013,Adib,Hasan,7,2,0,7,1,0,17,211,60.08%,Bronze,medal
2013,Mohammad,Zahidul,Hasan,0,0,0,7,0,0,7,394,25.29%,Honourable,mention
2013,Nur,Muhammad,Shafiullah,7,5,0,7,2,0,21,163,69.20%,Bronze,medal
2012,Dhananjoy,Biswas,7,4,0,7,7,0,25,64,88.46%,Silver,medal
2012,Sourav,Das,7,4,0,4,0,0,15,229,58.24%,Bronze,medal
2012,Adib,Hasan,7,0,0,1,0,0,8,398,27.29%,Honourable,mention
2012,Mirza,Md.,Tanjim,Shorif,Mugdho,7,0,0,1,3,0,11,316,42.31%,Honourable,mention
2012,Nur,Muhammad,Shafiullah,7,0,0,7,1,0,15,229,58.24%,Bronze,medal
2011,Nafiza,Anjum,Promee,2,0,0,0,1,1,4,466,17.26%
2011,Dhananjoy,Biswas,7,0,0,7,7,0,21,145,74.38%,Bronze,medal
2011,Sourav,Das,6,0,0,1,1,0,8,402,28.65%
2011,Fahim,Ferdous,2,0,0,0,0,0,2,516,8.36%
2011,Nur,Muhammad,Shafiullah,2,0,0,1,2,0,5,449,20.28%
2011,Kazi,Hasan,Zubaer,7,0,0,1,2,0,10,356,36.83%,Honourable,mention
2010,Nafiza,Anjum,Promee,0,0,0,7,0,0,7,418,19.96%,Honourable,mention
2010,Haque,Muhammad,Ishfaq,6,0,0,7,0,0,13,313,40.12%,Honourable,mention
2010,Pranon,Rahman,Khan,2,0,0,0,0,0,2,484,7.29%
2010,Tarik,Adnan,Moon,6,7,0,7,0,0,20,151,71.21%,Bronze,medal
2010,Kazi,Hasan,Zubaer,5,0,0,7,0,0,12,337,35.51%,Honourable,mention
2009,Nazia,Naser,Chowdhury,1,7,0,6,0,0,14,264,53.37%,Bronze,medal
2009,Haque,Muhammad,Ishfaq,2,7,0,1,0,0,10,335,40.78%,Honourable,mention
2009,Pranon,Rahman,Khan,7,1,0,1,0,0,9,354,37.41%,Honourable,mention
2009,Tarik,Adnan,Moon,1,7,0,5,0,0,13,283,50.00%,Honourable,mention
2009,Samin,Riasat,7,7,0,1,2,0,17,220,61.17%,Bronze,medal
2009,Kazi,Hasan,Zubaer,3,0,0,1,0,0,4,444,21.45%
2008,Nazia,Naser,Chowdhury,7,1,0,1,0,0,9,346,35.39%,Honourable,mention
2008,Haque,Muhammad,Ishfaq,2,1,0,4,0,0,7,392,26.78%
2008,Tarik,Adnan,Moon,5,1,0,1,0,0,7,392,26.78%
2008,Samin,Riasat,5,1,0,4,0,0,10,337,37.08%
2007,Tanvir,Ahamed,Bhuyain,0,1,0,7,2,0,10,322,38.15%,Honourable,mention
2007,Nazia,Naser,Chowdhury,0,2,0,0,0,0,2,464,10.79%
2007,Shouman,Das,1,1,0,7,0,0,9,344,33.91%,Honourable,mention
2007,Md,Ishat-E-Rabban,0,0,0,7,0,0,7,402,22.74%,Honourable,mention
2007,Tarik,Adnan,Moon,0,1,0,2,0,0,3,454,12.72%
2006,Shouman,Das,7,0,0,1,0,0,8,388,22.13%,Honourable,mention
2006,Rafatul,Faria,0,0,0,1,0,0,1,475,4.63%
2006,A.,S.,M.,Sohidull,Islam,7,1,1,1,0,0,10,335,32.80%,Honourable,mention
2006,Sabrina,Tabassum,2,0,0,1,0,0,3,448,10.06%
2005,Rafatul,Faria,0,0,0,0,0,0,0,486,5.27%
2005,Md.,Mahbubul,Hasan,0,0,0,1,0,0,1,445,13.28%
2005,Syed,Mostafa,Tahsin,0,1,0,1,0,0,2,396,22.85%
2005,Shahriar,Rouf,0,0,0,0,0,0,0,486,5.27%
2005,Sabrina,Tabassum,0,0,0,0,0,0,0,486,5.27%
2005,Md.,Tahmid-Ul-Islam,Rafi,0,0,0,0,0,0,0,486,5.27%
