2002,James,Wall,0,0,0,7,0,0,7,334,30.33%,Honourable,mention
2002,Michael,White,0,0,0,0,0,0,0,459,4.18%
2001,Peter,Bourke,0,0,0,0,1,0,1,429,9.32%
2001,EJ,Daly,0,0,1,1,0,0,2,398,15.89%
2001,David,Geraghty,2,0,0,0,3,0,5,327,30.93%
2001,Raymond,Kinane,1,0,0,2,3,0,6,312,34.11%
2001,David,Murray,0,0,1,2,3,0,6,312,34.11%
2001,Marty,O'Leary,1,0,1,2,7,1,12,212,55.30%,Bronze,medal
2000,Joseph,Gubbins,2,1,0,1,0,0,4,368,20.22%
2000,Raymond,Kinane,0,0,1,1,0,0,2,416,9.78%
2000,Sean,Murphy,7,1,0,0,0,0,8,287,37.83%,Honourable,mention
2000,Marty,O'Leary,0,1,0,0,1,0,2,416,9.78%
2000,Michael,J.,Ryan,2,1,0,2,1,0,6,333,27.83%
2000,Benedict,Williams,0,1,0,5,0,0,6,333,27.83%
1999,David,Conlon,3,1,2,2,0,1,9,270,40.09%
1999,Michéal,Griffin,2,0,0,0,0,1,3,422,6.24%
1999,Evelyn,Hickey,2,0,0,0,0,1,3,422,6.24%
1999,Raja,Mukherji,2,0,1,2,6,1,12,202,55.23%,Bronze,medal
1999,Darren,O'Driscoll,1,0,1,1,0,1,4,394,12.47%
1999,Michael,J.,Ryan,3,0,1,1,1,1,7,316,29.84%
1998,David,Conlon,0,6,1,0,0,0,7,281,33.01%
1998,Ciaran,Flynn,0,4,0,0,0,0,4,326,22.25%
1998,Raja,Mukherji,3,0,2,6,7,0,18,158,62.44%,Bronze,medal
1998,Oliver,Nash,1,0,2,0,0,0,3,340,18.90%
1998,Darren,O'Driscoll,0,0,1,3,0,0,4,326,22.25%
1998,Brendan,Quigley,0,0,0,0,0,0,0,404,3.59%
1997,Neil,Dobbs,0,0,0,1,1,0,2,408,11.33%
1997,John,Holland,0,0,1,0,2,0,3,391,15.03%
1997,Eamonn,Long,0,0,0,0,1,0,1,419,8.93%
1997,Raja,Mukherji,1,1,0,2,0,0,4,376,18.30%
1997,Stephen,O'Driscoll,2,0,0,1,1,0,4,376,18.30%
1997,David,Ryan,1,0,0,4,2,0,7,340,26.14%
1996,Gareth,Cosgrave,4,0,0,0,0,0,4,325,23.40%
1996,Robert,Hayes,0,0,1,0,0,0,1,392,7.57%
1996,John,Holland,4,1,1,0,0,0,6,266,37.35%
1996,Gavin,Hurley,6,0,1,0,0,0,7,248,41.61%
1996,Eamonn,Long,2,0,1,1,0,0,4,325,23.40%
1996,Niall,Mclntyre,0,0,2,0,0,0,2,372,12.29%
1995,Robert,Hayes,1,0,2,1,1,0,5,349,15.33%
1995,Gavin,Hurley,1,0,3,2,0,0,6,337,18.25%
1995,Brian,Jones,3,0,0,4,1,0,8,316,23.36%
1995,Peter,McNamara,7,0,0,1,1,0,9,306,25.79%,Honourable,mention
1995,Deirdre,O'Brien,7,0,0,3,0,0,10,291,29.44%,Honourable,mention
1995,Gregory,Wall,0,0,0,3,0,0,3,370,10.22%
1994,William,Mark,Dukes,1,3,6,1,0,0,11,284,26.30%
1994,Eoghan,Flanagan,0,7,7,1,0,1,16,214,44.53%,Honourable,mention
1994,Mark,Flanagan,0,7,1,0,1,1,10,298,22.66%,Honourable,mention
1994,Richard,Murphy,0,7,0,2,6,0,15,230,40.36%,Honourable,mention
