drzava,leto,ime,N1,N2,N3,N4,N5,N6,empty,skupaj,absolutno_mesto,relativno_mesto,nagrada,spol
MDA,2004,Alexandr Zamorzaev-Orleanschii,7,7,2,7,3,6,,32,38,92.37,Gold medal,moški
MDA,2003,Iurie Boreico,7,7,0,7,7,0,,28,38,91.89,Silver medal,moški
MDA,2003,Ivan Borsenco,5,3,0,7,1,0,,16,138,69.96,Bronze medal,moški
MDA,2003,Ion Budanaev,2,0,0,7,2,0,,11,231,49.56,Honourable mention,moški
MDA,2003,Andrei Galusca,1,0,0,7,0,0,,8,292,36.18,Honourable mention,moški
MDA,2003,Dan Prohnitchi,0,2,0,7,0,0,,9,269,41.23,Honourable mention,moški
MDA,2003,Victor Rojco,7,1,0,7,1,0,,16,138,69.96,Bronze medal,moški
MDA,2002,Ion Budanaev,3,1,0,3,1,0,,8,308,35.77,,moški
MDA,2002,Eugen Ciur,0,6,0,0,1,0,,7,334,30.33,,moški
MDA,2002,Dumitru Codreanu,7,3,1,7,2,2,,22,113,76.57,Bronze medal,moški
MDA,2002,Alexei Dercaci,0,1,0,0,0,0,,1,431,10.04,,moški
MDA,2002,Constantin Jucovschi,6,0,0,0,1,0,,7,334,30.33,,moški
MDA,2002,Victor Rojco,6,1,0,7,1,0,,15,201,58.16,Bronze medal,moški
MDA,2001,Dumitru Codreanu,0,0,0,7,2,0,,9,262,44.7,Honourable mention,moški
MDA,2001,Dorian Croitoru,7,0,0,2,7,0,,16,148,68.86,Bronze medal,moški
MDA,2001,Dumitru Daniliuc,7,0,0,7,7,1,,22,87,81.78,Silver medal,moški
MDA,2001,Alexandru Paschin,7,0,1,5,7,0,,20,108,77.33,Silver medal,moški
MDA,2001,Dan Prohnitchi,0,0,0,2,1,0,,3,364,23.09,,moški
MDA,2000,Dumitru Codreanu,0,7,0,2,7,0,,16,149,67.83,Bronze medal,moški
MDA,2000,Dorian Croitoru,7,7,0,0,0,7,,21,100,78.48,Silver medal,moški
MDA,2000,Dumitru Daniliuc,7,1,0,0,6,0,,14,176,61.96,Bronze medal,moški
MDA,2000,Victor Lozovanu,7,7,0,0,1,7,,22,89,80.87,Silver medal,moški
MDA,2000,Alexandru Paschin,7,1,1,2,0,0,,11,213,53.91,Bronze medal,moški
MDA,1999,Alexandru Andoni,2,0,1,1,0,2,,6,344,23.61,,moški
MDA,1999,Dorian Croitoru,0,2,1,2,3,1,,9,270,40.09,,moški
MDA,1999,Dumitru Daniliuc,3,6,0,2,0,1,,12,202,55.23,Bronze medal,moški
MDA,1999,Victor Lozovanu,5,0,0,2,0,1,,8,292,35.19,,moški
MDA,1999,Andrei Panici,1,0,0,2,2,0,,5,371,17.59,,moški
MDA,1999,Alexandru Paschin,7,0,1,2,0,0,,10,248,44.99,Honourable mention,moški
MDA,1998,Igor Covganet,3,7,2,6,2,7,,27,67,84.21,Silver medal,moški
MDA,1998,Dorian Croitoru,7,0,0,4,7,0,,18,158,62.44,Bronze medal,moški
MDA,1997,Igor Covganet,3,5,0,7,7,2,,24,110,76.25,Bronze medal,moški
MDA,1997,Vladimir Sarsacov,1,0,0,3,7,0,,11,272,40.96,Honourable mention,moški
MDA,1997,Valeriu Savcenco,4,7,0,0,7,0,,18,177,61.66,Bronze medal,moški
MDA,1996,Eugeniu Bondarenco,2,0,7,0,0,1,,10,216,49.17,Honourable mention,moški
MDA,1996,Igor Covganet,1,0,7,7,0,1,,16,130,69.5,Bronze medal,moški
MDA,1996,Dorin Grecu,4,5,2,3,1,1,,16,130,69.5,Bronze medal,moški
MDA,1996,Oleg Nicolaev,2,1,2,1,0,0,,6,266,37.35,,moški
MDA,1996,Valeriu Savcenco,0,1,1,5,0,0,,7,248,41.61,,moški
MDA,1995,Sergiu Baluta,0,0,1,0,7,0,,8,316,23.36,Honourable mention,moški
MDA,1995,Igor Covganet,6,0,4,3,0,0,,13,263,36.25,,moški
MDA,1995,Alexandru Dercaci,7,0,4,7,0,0,,18,202,51.09,Honourable mention,moški
MDA,1995,Cornelia Glavan,7,7,2,7,7,1,,31,73,82.48,Silver medal,ženska
MDA,1995,Dorin Grecu,7,6,1,7,0,0,,21,166,59.85,Bronze medal,moški
MDA,1995,Valeriu Savcenco,6,0,1,3,0,0,,10,291,29.44,,moški
MDA,1994,Oleg Alexandrov,0,3,6,7,7,0,,23,143,63.02,Bronze medal,moški
MDA,1994,Dumitru Ctretu,0,0,0,1,2,0,,3,362,5.99,,moški
MDA,1994,Cornelia Glavan,5,0,0,0,0,0,,5,345,10.42,,ženska
MDA,1994,Dorin Grecu,0,3,0,1,3,0,,7,326,15.36,,moški
MDA,1994,Sergiu Rata,0,3,2,2,0,0,,7,326,15.36,,moški
MDA,1994,Irina Savcenco,0,7,0,0,0,0,,7,326,15.36,Honourable mention,ženska
MDA,1993,Oleg Alexandrov,0,2,0,1,3,0,,6,265,35.92,,moški
MDA,1993,Ecaterina Castravet,0,0,0,1,1,0,,2,360,12.86,,ženska
MDA,1993,Dorin Cheptea,0,3,0,0,3,1,,7,241,41.75,,moški
MDA,1993,Vladimir Chirchin,0,2,1,0,0,0,,3,339,17.96,,moški
MDA,1993,Sergiu Rata,0,0,0,0,3,3,,6,265,35.92,,moški
MDA,1993,Irina Savcenco,0,2,0,3,0,0,,5,284,31.31,,ženska
MNG,2021,Nyamdavaa Amar,7,1,1,7,7,7,,30,20,96.93,Gold medal,moški
MNG,2021,Batsambuu Batbold,7,0,0,7,0,0,,14,218,64.89,Bronze medal,moški
MNG,2021,Enerelt Delgerdalai,7,0,0,7,0,0,,14,218,64.89,Bronze medal,moški
MNG,2021,Unubold  Munkhbat,7,0,1,7,7,7,,29,24,96.28,Gold medal,moški
MNG,2021,Misheel  Otgonbayar,7,0,1,7,7,0,,22,63,89.97,Silver medal,moški
MNG,2021,Saikhanbileg Tsogtgerel,7,0,0,7,7,0,,21,105,83.17,Silver medal,moški
MNG,2020,Nyamdavaa Amar,7,0,7,7,7,1,,29,59,90.57,Silver medal,moški
MNG,2020,Batsambuu Batbold,7,0,0,3,0,0,,10,384,37.72,Honourable mention,moški
MNG,2020,Khantushig Boldbaatar,7,1,0,7,7,0,,22,181,70.73,Bronze medal,moški
MNG,2020,Enerelt Delgerdalai,7,2,0,0,0,0,,9,395,35.93,Honourable mention,moški
MNG,2020,Unubold Munkhbat,7,7,0,7,7,1,,29,59,90.57,Silver medal,moški
MNG,2020,Misheel Otgonbayar,7,7,7,7,7,1,,36,4,99.51,Gold medal,moški
MNG,2019,Purevzaya Amarzaya,6,0,0,1,7,0,,14,345,44.52,Honourable mention,ženska
MNG,2019,Batmend Batsaikhan,7,6,0,6,2,0,,21,214,65.65,Bronze medal,moški
MNG,2019,Dolgormaa Batsaikhan,7,7,0,7,2,0,,23,147,76.45,Bronze medal,ženska
MNG,2019,Erdenebileg Erdenebat,7,7,0,7,7,0,,28,65,89.68,Silver medal,moški
MNG,2019,Unubold Munkhbat,7,6,5,7,7,0,,32,41,93.55,Gold medal,moški
MNG,2019,Misheel Otgonbayar,7,1,1,7,7,0,,23,147,76.45,Bronze medal,moški
MNG,2018,Batmend Batsaikhan,7,2,0,7,0,1,,17,250,58.01,Bronze medal,moški
MNG,2018,Turbat Battsengel,7,2,0,7,7,0,,23,157,73.69,Bronze medal,moški
MNG,2018,Sanjaakhuu Khenzii,7,7,0,7,0,1,,22,174,70.83,Bronze medal,moški
MNG,2018,Lkhanaajav Mijiddorj,7,7,0,7,7,0,,28,87,85.5,Silver medal,moški
MNG,2018,Unubold Munkhbat,7,7,0,7,2,0,,23,157,73.69,Bronze medal,moški
MNG,2018,Misheel Otgonbayar,7,3,0,7,2,0,,19,215,63.91,Bronze medal,moški
MNG,2017,Altangerel Baatar,7,3,0,7,0,0,,17,188,69.54,Bronze medal,moški
MNG,2017,Batmend Batsaikhan,4,2,0,7,0,0,,13,390,36.64,Honourable mention,moški
MNG,2017,Sanjaakhuu Khenzii,7,1,0,7,0,0,,15,292,52.61,Honourable mention,moški
MNG,2017,Lkhanaajav Mijiddorj,5,0,0,7,0,0,,12,416,32.41,Honourable mention,moški
MNG,2017,Erkhes Nyamsaikhan,7,3,0,7,0,0,,17,188,69.54,Bronze medal,moški
MNG,2017,Tsend-Ayush Sosorbaram,7,3,0,7,1,1,,19,115,81.43,Silver medal,moški
MNG,2016,Purev Batdelger,7,1,0,7,0,1,,16,253,58.07,Bronze medal,moški
MNG,2016,Bayarjavkhlan Ganbold,7,7,0,7,4,0,,25,78,87.19,Silver medal,moški
MNG,2016,Sanjaakhuu Khenzii,7,0,0,7,0,0,,14,312,48.25,Honourable mention,moški
MNG,2016,Unubold Munkhbat,7,0,0,7,0,0,,14,312,48.25,Honourable mention,moški
MNG,2016,Bodrol Olonbaatar,7,7,0,7,4,0,,25,78,87.19,Silver medal,moški
MNG,2016,Tsend-Ayush Sosorbaram,7,7,0,7,0,0,,21,146,75.87,Bronze medal,moški
MNG,2015,Purev Batdelger,1,0,1,7,1,0,,10,337,41.67,Honourable mention,moški
MNG,2015,Erdenebayar Bayarmagnai,4,0,1,7,3,0,,15,217,62.5,Bronze medal,moški
MNG,2015,Amarsanaa Ganbaatar,0,1,0,7,1,0,,9,365,36.81,Honourable mention,moški
MNG,2015,Bayarjavkhlan Ganbold,7,1,0,0,3,0,,11,322,44.27,Honourable mention,moški
MNG,2015,Bodrol Olonbaatar,7,1,0,7,1,0,,16,183,68.4,Bronze medal,moški
MNG,2015,Zolbayar Shagdar,4,1,0,7,1,0,,13,283,51.04,Honourable mention,moški
MNG,2014,Sumiyabat Amarjargal,7,2,0,7,0,0,,16,267,52.42,Bronze medal,moški
MNG,2014,Sukhbat Amartugs,7,0,0,7,0,0,,14,321,42.75,Honourable mention,moški
MNG,2014,Munkh-Erdene Bold,7,2,0,7,2,0,,18,238,57.6,Bronze medal,moški
MNG,2014,Batzorig Delger,7,0,0,7,3,0,,17,256,54.38,Bronze medal,moški
MNG,2014,Bayarjavkhlan Ganbold,4,5,0,7,0,0,,16,267,52.42,Bronze medal,moški
MNG,2014,Bodrol Olonbaatar,7,3,0,7,4,0,,21,163,71.02,Bronze medal,moški
MNG,2013,Sukhbat Amartugs,7,2,0,7,1,0,,17,211,60.08,Bronze medal,moški
MNG,2013,Bat-Orgil Batsaikhan,0,3,0,7,0,0,,10,322,38.97,Honourable mention,moški
MNG,2013,Zolboo Chuluunbaatar,3,4,0,7,3,0,,17,211,60.08,Bronze medal,ženska
MNG,2013,Monkhbayar Gantumur,0,0,2,7,2,0,,11,306,42.02,Honourable mention,moški
MNG,2013,Anand Munkh-Erdene,7,7,0,7,0,0,,21,163,69.2,Bronze medal,moški
MNG,2013,Zolbayar Shagdar,1,0,0,7,0,0,,8,355,32.7,Honourable mention,moški
MNG,2012,Bat-Orgil Batsaikhan,7,1,0,5,3,0,,16,204,62.82,Bronze medal,moški
MNG,2012,Bat-Od Battseren,7,1,0,1,1,0,,10,350,36.08,Honourable mention,moški
MNG,2012,Zolboo Chuluunbaatar,7,4,0,6,0,0,,17,182,66.85,Bronze medal,ženska
MNG,2012,Turbat Enkhbayar,7,7,0,7,7,0,,28,33,94.14,Gold medal,moški
MNG,2012,Orgil-Erdene Erdenebaatar,7,0,0,3,0,1,,11,316,42.31,Honourable mention,moški
MNG,2012,Bayannamsrai Ganbat,7,0,0,1,0,0,,8,398,27.29,Honourable mention,moški
MNG,2011,Batkhuyag Batsaikhan,7,0,3,7,2,0,,19,186,67.08,Bronze medal,moški
MNG,2011,Bat-Od Battseren,7,0,0,0,0,2,,9,378,32.92,Honourable mention,moški
MNG,2011,Tuguldur Bolorchuluun,7,0,1,1,7,1,,17,222,60.68,Bronze medal,moški
MNG,2011,Zolboo Chuluunbaatar,7,0,0,1,1,0,,9,378,32.92,Honourable mention,ženska
MNG,2011,Byambadorj Otgonsuren,7,0,0,0,2,0,,9,378,32.92,Honourable mention,moški
MNG,2011,Tsenguun Tsogbadrah,5,0,0,1,0,0,,6,428,24.02,,moški
MNG,2010,Zulsar Batmunkh,4,2,0,7,0,0,,13,313,40.12,Honourable mention,ženska
MNG,2010,Luvsanbyamba Buyankhuu,4,5,0,7,0,0,,16,199,62.0,Bronze medal,moški
MNG,2010,Enkhjargal Lkhagvajav,5,0,0,7,0,0,,12,337,35.51,Honourable mention,moški
MNG,2010,Luvsandondov Lkhamsuren,2,1,0,7,0,0,,10,366,29.94,Honourable mention,moški
MNG,2010,Iveel Tsogsuren,0,5,0,7,6,0,,18,174,66.79,Bronze medal,ženska
MNG,2010,Bolor-Erdene Zolbayar,2,1,0,7,0,0,,10,366,29.94,Honourable mention,moški
MNG,2009,Batkhuyag Batsaikhan,5,0,0,1,0,0,,6,416,26.42,,moški
MNG,2009,Luvsanbyamba Buyankhuu,7,2,0,5,0,0,,14,264,53.37,Bronze medal,moški
MNG,2009,Enkhzaya Enkhtaivan,7,7,0,5,2,0,,21,181,68.09,Bronze medal,moški
MNG,2009,Tsogbayar Idertsogt,4,0,0,3,0,0,,7,393,30.5,,moški
MNG,2009,Zorigoo Ochirkhuyag,7,7,1,0,2,0,,17,220,61.17,Bronze medal,moški
MNG,2009,Byambadorj Otgonsuren,7,0,0,0,0,0,,7,393,30.5,Honourable mention,moški
MNG,2008,Myagmarjav Bold,5,1,0,3,0,0,,9,346,35.39,,moški
MNG,2008,Temuge Enkhbaatar,7,4,0,7,0,0,,18,186,65.36,Bronze medal,moški
MNG,2008,Enkhzaya Enkhtaivan,7,7,0,0,0,0,,14,268,50.0,Honourable mention,moški
MNG,2008,Oyundari Gerelt,6,5,0,7,7,0,,25,92,82.96,Silver medal,ženska
MNG,2008,Byambajav Namsraijav,7,7,1,7,7,0,,29,57,89.51,Silver medal,moški
MNG,2008,Zorigoo Ochirkhuyag,7,0,0,4,0,0,,11,320,40.26,Honourable mention,moški
MNG,2007,Sumiya Baasandorj,3,7,0,7,7,0,,24,68,87.09,Silver medal,moški
MNG,2007,Temuge Enkhbaatar,3,0,0,7,2,0,,12,266,48.94,Honourable mention,moški
MNG,2007,Oyundari Gerelt,0,1,0,7,0,0,,8,365,29.87,Honourable mention,ženska
MNG,2007,Baljinnyam Namsrai,0,0,0,7,0,0,,7,402,22.74,Honourable mention,moški
MNG,2007,Byambajav Namsraijav,7,7,0,7,2,0,,23,83,84.2,Silver medal,moški
MNG,2007,Enkhzaya Tunge Tamgat,3,2,0,7,2,0,,14,226,56.65,Bronze medal,moški
MNG,2006,Sumiya Baasandorj,7,1,6,3,0,0,,17,150,70.02,Bronze medal,moški
MNG,2006,Jargalsaikhan Dulmaa,7,0,0,2,0,0,,9,364,26.96,Honourable mention,moški
MNG,2006,Temuge Enkhbaatar,7,1,0,6,0,0,,14,254,49.09,Honourable mention,moški
MNG,2006,Batzaya Gantsooj,7,1,0,6,0,0,,14,254,49.09,Honourable mention,moški
MNG,2006,Baljinnyam Namsrai,7,0,1,2,0,0,,10,335,32.8,Honourable mention,moški
MNG,2006,Bat-Erdene Tsend,7,1,1,7,0,0,,16,161,67.81,Bronze medal,moški
MNG,2004,Ganbat Atarsaikhan,6,3,0,7,7,1,,24,113,76.91,Silver medal,
MNG,2004,Mendbayar Bayambadorj,6,4,2,0,3,0,,15,244,49.9,,
MNG,2004,Sugardorj Chagnaadorj,6,1,1,7,0,7,,22,143,70.72,Bronze medal,
MNG,2004,Sainbayar Sukhbaatar,6,7,2,7,3,0,,25,101,79.38,Silver medal,
MNG,2004,Enkhbaatar Tsenguun,6,1,2,7,2,0,,18,200,58.97,Bronze medal,
MNG,2004,Gerelt Tserenjigmid,6,7,1,7,3,7,,31,46,90.72,Silver medal,
MNG,2003,Ganbat Atarsaikhan,2,1,0,7,1,0,,11,231,49.56,Honourable mention,
MNG,2003,Enkhtaivan Ganbat,7,1,0,7,1,0,,16,138,69.96,Bronze medal,
MNG,2003,Sainjargal Huyagdorj,7,1,0,7,1,0,,16,138,69.96,Bronze medal,
MNG,2003,Enkhbayasgalan Nyamaa,5,0,0,3,0,0,,8,292,36.18,,
MNG,2003,Sainbayar Sukhbaatar,7,2,0,7,7,1,,24,56,87.94,Silver medal,
MNG,2003,Gerelt Tserenjigmid,2,7,0,7,0,2,,18,107,76.75,Bronze medal,
MNG,2002,Mendbayar Bayambadorj,0,6,0,4,1,0,,11,266,44.56,,
MNG,2002,Ankhbayar Boldbaatar,0,0,0,4,0,0,,4,378,21.13,,
MNG,2002,Erdenebulgan Damdinsuren,0,6,0,0,1,0,,7,334,30.33,,
MNG,2002,Sainbayar Sukhbaatar,7,6,0,6,1,1,,21,133,72.38,Bronze medal,
MNG,2002,Gerelt Tserenjigmid,0,7,1,7,2,0,,17,177,63.18,Bronze medal,
MNG,2002,Baasanjav Tumur,7,6,1,7,1,0,,22,113,76.57,Bronze medal,
MNG,2001,Tumur Baasanjav,7,7,0,7,2,0,,23,73,84.75,Silver medal,moški
MNG,2001,Nyambaa Enkhbat,7,0,0,0,0,5,,12,212,55.3,Bronze medal,moški
MNG,2001,Urdiinbish Narankhuu,7,7,1,1,7,0,,23,73,84.75,Silver medal,moški
MNG,2001,Odontsengl NyamErdene,0,0,0,7,7,0,,14,181,61.86,Bronze medal,moški
MNG,2001,Purevkuu Orgil,3,0,0,0,0,0,,3,364,23.09,,moški
MNG,2001,Khongor Zorigt,0,0,1,1,2,0,,4,347,26.69,,moški
MNG,2000,Agchbayar Amarsanaa,7,6,0,7,0,0,,20,111,76.09,Bronze medal,
MNG,2000,Bat-Erdene Amarsanaa,3,7,0,5,0,0,,15,161,65.22,Bronze medal,
MNG,2000,Tumur Baasanjav,7,5,0,0,1,0,,13,190,58.91,Bronze medal,moški
MNG,2000,Jamsran Khosbayar,0,0,0,1,0,0,,1,438,5.0,,
MNG,2000,Bilegsaikhan Nyamtseren,0,1,0,1,0,0,,2,416,9.78,,
MNG,2000,Namnandorj Sansarkhuu,4,5,0,7,0,0,,16,149,67.83,Bronze medal,
MNG,1999,Bat-Erdene Amarsanaa,0,0,3,1,1,0,,5,371,17.59,,
MNG,1999,Bayarsaihan Battulga,6,0,7,2,7,0,,22,70,84.63,Silver medal,
MNG,1999,Janchivdorj Erdembilegt,6,0,1,5,2,0,,14,159,64.81,Bronze medal,
MNG,1999,Lkhachinjalbuu Khatanbaatar,6,5,0,2,7,1,,21,78,82.85,Silver medal,
MNG,1999,Buuruu Lkhagvaochir,4,1,0,0,2,1,,8,292,35.19,,
MNG,1999,Batsukh Ochirbat,2,0,0,1,0,5,,8,292,35.19,,
MNG,1998,Chinchuluun Altannar,2,0,1,0,2,0,,5,306,27.03,,
MNG,1998,Ulziibat Battulga,2,7,2,7,7,1,,26,73,82.78,Silver medal,
MNG,1998,Tumendemberel Bilegbaatar,2,0,2,6,7,0,,17,165,60.77,Bronze medal,
MNG,1998,Byambajav Demchigsuren,2,7,2,7,7,0,,25,86,79.67,Silver medal,
MNG,1998,Janchivdorj Erdembilegt,1,7,0,0,7,0,,15,183,56.46,Bronze medal,
MNG,1998,Beh-Ochir Hulgun,2,0,1,0,0,0,,3,340,18.9,,
MNG,1997,Chinchuluun Altannar,0,2,0,0,0,0,,2,408,11.33,,
MNG,1997,Bayarsaihan Battulga,4,7,7,5,0,0,,23,120,74.07,Bronze medal,
MNG,1997,Ulziibat Battulga,4,7,7,6,7,5,,36,28,94.12,Gold medal,
MNG,1997,Bayartogtoka Enkhbayar,0,7,1,3,7,1,,19,167,63.83,Bronze medal,
MNG,1997,Nyambaa Erdembat,1,7,0,0,2,0,,10,285,38.13,Honourable mention,
MNG,1997,Khulan Tumenbayar,4,7,0,3,1,1,,16,200,56.64,Bronze medal,ženska
MNG,1996,Bayarjargal B.,0,7,1,3,0,2,,13,164,61.47,Bronze medal,
MNG,1996,Enkhbayar B.,1,0,1,1,0,0,,3,353,16.78,,
MNG,1996,Bayarmagnai G.,2,0,1,7,1,0,,11,201,52.72,Honourable mention,
MNG,1996,Tsogbadral Galaabaatar,0,1,1,1,0,0,,3,353,16.78,,
MNG,1996,Chinzorig Ts.,0,2,1,0,0,0,,3,353,16.78,,
MNG,1996,Khulan Tumenbayar,4,7,2,2,0,1,,16,130,69.5,Bronze medal,ženska
MNG,1995,Balhuu Batbayasgalan,7,0,1,3,2,1,,14,245,40.63,Honourable mention,
MNG,1995,Dayantsolmon Davag,0,0,3,5,7,0,,15,230,44.28,Honourable mention,
MNG,1995,Tsogbadral Galaabaatar,7,7,1,4,1,0,,20,182,55.96,Bronze medal,
MNG,1995,Munkhzul Janchiv,6,7,1,1,0,0,,15,230,44.28,Honourable mention,ženska
MNG,1995,Batbaatar Otgonrat,6,0,0,1,7,0,,14,245,40.63,Honourable mention,
MNG,1995,Ulziibold Yadamsuren,1,0,0,4,7,1,,13,263,36.25,Honourable mention,
MNG,1994,Daariimaa Amgalan,0,7,0,0,0,0,,7,326,15.36,Honourable mention,
MNG,1994,Balhuu Batbayasgalan,1,0,0,0,0,0,,1,374,2.86,,
MNG,1994,Mongol Bayarpurev,0,5,0,2,0,0,,7,326,15.36,,
MNG,1994,Sanduijav Enkhbayar,0,7,0,3,0,0,,10,298,22.66,Honourable mention,
MNG,1994,Uuye Otgonbayar,7,7,6,5,0,7,,32,74,80.99,Silver medal,
MNG,1994,Saizmaa Tsogzolmaa,1,7,0,0,0,0,,8,318,17.45,Honourable mention,ženska
MNG,1993,Ch. Baasandorj,1,0,0,0,1,0,,2,360,12.86,,
MNG,1993,Sh. Erdenebat,3,7,1,2,3,0,,16,133,67.96,Bronze medal,
MNG,1993,S. Ganbold,0,0,0,0,0,0,,0,406,1.7,,
MNG,1993,M. Itgel,1,0,0,0,1,0,,2,360,12.86,,
MNG,1993,Uuye Otgonbayar,0,0,0,0,0,0,,0,406,1.7,,
MNG,1993,B. Togtoh,0,0,0,2,2,0,,4,311,24.76,,
MNG,1992,Davaanyahyin Batnasan,0,4,0,0,0,0,,4,276,14.33,,
MNG,1992,Dashzevgeyin Battumur,0,1,0,5,0,0,,6,238,26.17,,
MNG,1992,Degzsurengyin Batzoric,3,1,0,5,0,1,,10,192,40.5,,
MNG,1992,Ulambayar Bayansangiin,4,4,1,0,1,0,,10,192,40.5,,
MNG,1992,Ochbadrakhyin Chuluunbaatar,7,1,0,5,0,0,,13,156,51.71,Honourable mention,
MNG,1992,Dorjpalamyin Enkhbayar,7,1,0,0,0,0,,8,211,34.58,Honourable mention,
MNG,1991,Nyamsurengiin Batzaya,0,0,2,0,1,0,,3,279,12.3,,
MNG,1991,Ulambayar Bayansangiin,7,0,0,0,0,0,,7,245,23.03,Honourable mention,
MNG,1991,Altantsetsegiin Enkhbayar,0,1,0,0,1,0,,2,289,9.15,,
MNG,1991,Dashhuugiin Erdene,7,0,0,0,0,0,,7,245,23.03,Honourable mention,
MNG,1991,Dashdorjiin Ganzorig,0,2,0,7,0,0,,9,226,29.02,Honourable mention,
MNG,1991,Dashtserengiin Hashbayar,0,1,3,1,0,0,,5,259,18.61,,
MNG,1990,Batniam Baatarjab,0,2,2,2,7,0,,13,184,40.39,Honourable mention,
MNG,1990,Dorjsuren Baramsai,7,0,1,2,1,0,,11,216,29.97,Honourable mention,
MNG,1990,Hashbajar Dashseren,0,0,1,1,4,0,,6,276,10.42,,
MNG,1990,Zorigt Gombosuren,0,1,0,1,0,0,,2,302,1.95,,
MNG,1990,Purebbajar Thengel,0,3,1,2,5,3,,14,171,44.63,,
MNG,1990,Zorigt Ulzibat,0,7,0,1,0,0,,8,257,16.61,Honourable mention,
MNG,1987,? Batbold,3,7,0,0,7,0,,17,121,49.15,,
MNG,1987,? Dabasteren,7,0,0,0,5,1,,13,141,40.68,,
MNG,1987,? Dolgor,2,7,0,0,7,1,,17,121,49.15,,
MNG,1987,? Erhemvajr,0,7,0,1,1,0,,9,170,28.39,,
MNG,1987,? Sainbajr,0,0,0,0,1,2,,3,212,10.59,,
MNG,1987,? Tsebenrabdan,0,7,1,0,0,0,,8,175,26.27,,
MNG,1986,?,3,0,0,1,0,3,,7,177,15.79,,
MNG,1986,?,5,0,0,0,2,0,,7,177,15.79,,
MNG,1986,?,7,0,0,1,0,0,,8,172,18.18,,
MNG,1986,?,5,1,0,1,3,0,,10,151,28.23,,
MNG,1986,?,5,1,0,1,3,0,,10,151,28.23,,
MNG,1986,?,7,0,1,3,1,0,,12,133,36.84,,
MNG,1985,Battsengel Baansajav,1,3,0,6,0,1,,11,118,43.75,,
MNG,1985,Gantuya Badamgarav,0,1,0,0,0,0,,1,198,5.29,,
MNG,1985,Batgerel Balt,7,5,0,5,7,0,,24,40,81.25,Silver medal,
MNG,1985,Jhandos Halek,7,0,0,0,0,1,,8,147,29.81,,
MNG,1985,Battogtokh Tsagaan,6,0,0,1,0,1,,8,147,29.81,,
MNG,1985,Bayarsaikhan Zagdaa,7,0,0,0,2,1,,10,129,38.46,,
MNG,1984,R. Batdelger,7,7,7,7,6,0,,34,25,87.43,Silver medal,
MNG,1984,J. Buinnemeh,3,3,0,0,3,0,,9,139,27.75,,
MNG,1984,C. Enhbold,2,7,1,1,3,4,,18,89,53.93,Bronze medal,
MNG,1984,L. Ganbold,4,4,0,4,6,0,,18,89,53.93,Bronze medal,
MNG,1984,B. Munhtur,5,6,6,7,7,0,,31,31,84.29,Silver medal,
MNG,1984,D. Tubshinjargal,2,7,7,7,6,7,,36,20,90.05,Silver medal,
MNG,1982,Bayasgalan Bansragchiyn,4,0,2,7,7,1,,21,59,50.85,Bronze medal,
MNG,1982,Erdehebayar Dambasirengijn,2,0,2,1,7,0,,12,89,25.42,,
MNG,1982,Orloh Dorzhaydabin,7,0,2,0,4,0,,13,85,28.81,,
MNG,1982,Badamsuren Garamhandin,0,0,0,3,7,0,,10,96,19.49,,
MNG,1978,B. Davaadorj,,,,,,,,4,125,5.34,,
MNG,1978,S. Demberel,,,,,,,,14,105,20.61,,
MNG,1978,S. Erdene,,,,,,,,16,97,26.72,,
MNG,1978,S. Ganbat,,,,,,,,3,129,2.29,,
MNG,1978,P. Monjanhan,,,,,,,,6,122,7.63,,
MNG,1978,B. Sol,,,,,,,,11,114,13.74,,
MNG,1978,T. Sughir,,,,,,,,3,129,2.29,,
MNG,1978,G. Tolt,,,,,,,,4,125,5.34,,
MNG,1977,Naranhuu Baldandorzhijn,,,,,,,,6,133,14.29,,
MNG,1977,Enhbold Cendzhavin,,,,,,,,5,137,11.69,,
MNG,1977,Chuluunbaatar Damdinsurengijn,,,,,,,,3,145,6.49,,
MNG,1977,Batbajar Ergzengijn,,,,,,,,5,137,11.69,,
MNG,1977,Ariuna Gendenzhamcin,,,,,,,,8,124,20.13,,ženska
MNG,1977,Namdag Namhajzhancangijn,,,,,,,,3,145,6.49,,
MNG,1977,Naranbat Sodnomin,,,,,,,,5,137,11.69,,
MNG,1977,Bajaraa Zhambaagijn,,,,,,,,14,88,43.51,,
MNG,1975,?,3,7,5,6,3,2,,26,56,58.96,Bronze medal,
MNG,1975,?,1,1,0,0,0,0,,2,132,2.24,,
MNG,1975,?,0,0,0,1,1,0,,2,132,2.24,,
MNG,1975,?,2,0,0,0,0,1,,3,130,3.73,,
MNG,1975,?,3,0,4,0,0,0,,7,123,8.96,,
MNG,1975,?,1,4,1,0,2,2,,10,115,14.93,,
MNG,1975,?,2,2,0,6,1,1,,12,108,20.15,,
MNG,1975,?,2,2,4,4,1,0,,13,101,25.37,,
MNG,1974,Paglatshaw Altanzog,3,3,0,3,1,1,,11,120,14.39,,
MNG,1974,Daschdabaa Amgalan,4,1,0,2,1,2,,10,127,9.35,,
MNG,1974,Tschoimpegyn Bat,2,2,0,4,0,0,,8,131,6.47,,
MNG,1974,Damdingyn Batdelger,2,0,0,2,1,0,,5,136,2.88,,
MNG,1974,Denzengyn Boldnjam,0,0,0,0,0,0,,0,140,0.0,,
