drzava,leto,ime,N1,N2,N3,N4,N5,N6,empty,skupaj,absolutno_mesto,relativno_mesto,nagrada,spol
ARG,2008,Alan Givré,1,1,0,4,0,0,,6,407,23.97,,moški
ARG,2008,Miguel Maurizio,1,1,0,1,0,0,,3,459,14.23,,moški
ARG,2008,Nicolás Rodríguez Castro,7,4,0,7,2,0,,20,159,70.41,Bronze medal,moški
ARG,2008,Mauro Schilman,7,1,0,7,0,0,,15,238,55.62,Bronze medal,moški
ARG,2008,Germán Stefanich,7,5,0,6,7,0,,25,92,82.96,Silver medal,moški
ARG,2007,Pablo Blanc,4,0,0,7,1,0,,12,266,48.94,Honourable mention,moški
ARG,2007,Roberto Aníbal Morales,2,7,0,7,7,0,,23,83,84.2,Silver medal,moški
ARG,2007,Pablo Nicolás Zimmermann,7,0,0,1,0,0,,8,365,29.87,Honourable mention,moški
ARG,2007,Nicolás Rodríguez Castro,0,0,0,6,0,0,,6,430,17.34,,moški
ARG,2007,Mauro Schilman,3,1,0,7,0,0,,11,293,43.74,Honourable mention,moški
ARG,2007,Fernando Martín Vidal,5,0,3,7,0,0,,15,197,62.24,Bronze medal,moški
ARG,2006,Julián Martín Eisenschlos,7,4,1,7,3,0,,22,76,84.91,Silver medal,moški
ARG,2006,Rodrigo Lugones,5,1,0,1,0,0,,7,408,18.11,,moški
ARG,2006,Roberto Aníbal Morales,7,1,0,7,0,0,,15,189,62.17,Bronze medal,moški
ARG,2006,Pablo Nicolás Zimmermann,7,1,0,7,0,0,,15,189,62.17,Bronze medal,moški
ARG,2006,Ignacio Agustín Rossi,7,7,0,7,1,0,,22,76,84.91,Silver medal,moški
ARG,2006,Fernando Martín Vidal,7,1,0,6,0,0,,14,254,49.09,Honourable mention,moški
ARG,2005,Maximiliano Camporino,0,4,0,2,0,0,,6,328,36.13,,moški
ARG,2005,Gabriel Carvajal,1,1,0,7,7,0,,16,191,62.89,Bronze medal,moški
ARG,2005,Germán Gieczewski,7,7,0,7,0,2,,23,114,77.93,Silver medal,moški
ARG,2005,Tomás Ibarlucía,0,0,0,2,0,0,,2,396,22.85,,moški
ARG,2005,Nicolás Romero,2,1,0,0,0,0,,3,368,28.32,,moški
ARG,2005,Ignacio Agustín Rossi,7,7,0,1,0,0,,15,207,59.77,Bronze medal,moški
ARG,2004,Lucas Andisco,6,1,0,7,3,0,,17,212,56.49,Bronze medal,moški
ARG,2004,Gabriel Carvajal,7,1,0,0,3,0,,11,295,39.38,Honourable mention,moški
ARG,2004,Ramiro Lafuente,7,3,0,5,0,2,,17,212,56.49,Bronze medal,moški
ARG,2004,Ignacio Agustín Rossi,0,1,1,0,0,0,,2,437,10.1,,moški
ARG,2004,María Victoria Toso,4,1,1,0,5,0,,11,295,39.38,,ženska
ARG,2004,Yue Yang,7,5,1,7,7,7,,34,28,94.43,Gold medal,moški
ARG,2003,Lucas Andisco,0,0,0,1,0,0,,1,427,6.58,,moški
ARG,2003,Pablo Dal Lago,7,1,0,7,0,0,,15,163,64.47,Bronze medal,moški
ARG,2003,Alejandro Deymonnaz,0,1,7,3,1,0,,12,211,53.95,Honourable mention,moški
ARG,2003,Carlos di Fiore,7,7,0,7,1,7,,29,29,93.86,Gold medal,moški
ARG,2003,Lucas Rearte,7,0,0,7,0,0,,14,179,60.96,Bronze medal,moški
ARG,2003,Yue Yang,7,5,0,7,1,0,,20,93,79.82,Silver medal,moški
ARG,2002,Alejandro Deymonnaz,0,1,0,0,2,0,,3,393,17.99,,moški
ARG,2002,Carlos di Fiore,0,6,1,7,1,2,,17,177,63.18,Bronze medal,moški
ARG,2002,Leandro Groisman,7,5,1,7,2,0,,22,113,76.57,Bronze medal,moški
ARG,2002,Lucas Rearte,7,6,0,7,1,0,,21,133,72.38,Bronze medal,moški
ARG,2002,Yue Yang,7,7,0,0,1,0,,15,201,58.16,Bronze medal,moški
ARG,2002,Sergio Yuhjtman,1,7,0,7,1,2,,18,168,65.06,Bronze medal,moški
ARG,2001,Iván Angiono,7,7,1,4,2,5,,26,54,88.77,Silver medal,moški
ARG,2001,Carlos di Fiore,7,1,1,5,7,0,,21,97,79.66,Silver medal,moški
ARG,2001,Leandro Groisman,7,0,7,7,2,0,,23,73,84.75,Silver medal,moški
ARG,2001,Diego Lis,2,1,0,2,1,0,,6,312,34.11,,moški
ARG,2001,Martín Miranda,0,0,0,7,5,0,,12,212,55.3,Bronze medal,moški
ARG,2001,Sergio Yuhjtman,5,0,0,7,3,0,,15,164,65.47,Bronze medal,moški
ARG,2000,Iván Angiono,7,4,0,1,2,0,,14,176,61.96,Bronze medal,moški
ARG,2000,Laura Bolognini,7,1,0,7,0,0,,15,161,65.22,Bronze medal,ženska
ARG,2000,Pablo Celayes,7,7,0,0,1,5,,20,111,76.09,Bronze medal,moški
ARG,2000,Matias Del Hoyo,7,1,0,7,0,0,,15,161,65.22,Bronze medal,moški
ARG,2000,Leandro Groisman,7,1,7,5,1,0,,21,100,78.48,Silver medal,moški
ARG,2000,Laura Lowenthal,0,1,0,2,0,0,,3,394,14.57,,ženska
ARG,1999,Iván Angiono,3,0,1,2,0,1,,7,316,29.84,,moški
ARG,1999,Matias Del Hoyo,4,0,3,1,0,0,,8,292,35.19,,moški
ARG,1999,Leandro Groisman,4,0,0,1,1,0,,6,344,23.61,,moški
ARG,1999,Martín Mereb,6,0,2,7,0,1,,16,129,71.49,Bronze medal,moški
ARG,1999,Fernando Pastawski,7,1,2,1,0,1,,12,202,55.23,Bronze medal,moški
ARG,1999,Juan Sebastian Rodriguez,4,1,1,2,6,0,,14,159,64.81,Bronze medal,moški
ARG,1998,Juan Ignacio Fuxman,7,0,2,6,7,0,,22,112,73.44,Bronze medal,moški
ARG,1998,Martín Mereb,7,7,7,7,7,0,,35,15,96.65,Gold medal,moški
ARG,1998,Fernando Pastawski,2,7,2,1,2,0,,14,194,53.83,Bronze medal,moški
ARG,1998,Juan Sebastian Rodriguez,7,7,2,1,2,0,,19,145,65.55,Bronze medal,moški
ARG,1998,Jorge Luis Sacchini,2,0,1,0,0,0,,3,340,18.9,,moški
ARG,1998,Martin Safe,2,0,0,2,0,0,,4,326,22.25,,moški
ARG,1997,Gerardo Aguiar,1,7,3,6,2,0,,19,167,63.83,Bronze medal,moški
ARG,1997,Juan Angel Cappa,0,1,0,7,2,3,,13,247,46.41,Honourable mention,moški
ARG,1997,Juan Ignacio Fuxman,4,5,0,1,7,0,,17,192,58.39,Bronze medal,moški
ARG,1997,Martín Mereb,1,7,0,7,7,0,,22,131,71.68,Bronze medal,moški
ARG,1997,Germán Rubino,1,7,0,4,1,0,,13,247,46.41,Honourable mention,moški
ARG,1997,Jorge Luis Sacchini,1,0,0,4,5,0,,10,285,38.13,,moški
ARG,1996,Gerardo Aguiar,7,0,1,7,0,0,,15,139,67.38,Bronze medal,moški
ARG,1996,Alejandro Kocsard,2,7,2,3,1,0,,15,139,67.38,Bronze medal,moški
ARG,1996,Martín Mereb,4,7,0,1,0,0,,12,180,57.68,Bronze medal,moški
ARG,1996,Daniel Perrucci,4,7,3,5,0,7,,26,46,89.36,Silver medal,moški
ARG,1996,Leandro Saita,2,1,2,2,0,0,,7,248,41.61,,moški
ARG,1996,Dora Tilli,2,1,1,0,0,1,,5,290,31.68,,ženska
ARG,1995,Martín Avendaño,7,0,7,7,7,1,,29,90,78.35,Silver medal,moški
ARG,1995,Flavia Bonomo,2,0,1,6,2,0,,11,285,30.9,,ženska
ARG,1995,Matilde Lalin,6,7,3,7,7,0,,30,82,80.29,Silver medal,ženska
ARG,1995,Santiago Laplagne,6,0,7,6,2,0,,21,166,59.85,Bronze medal,moški
ARG,1995,Leandro Saita,7,0,1,2,7,0,,17,210,49.15,Honourable mention,moški
ARG,1995,German Zorba,6,0,1,7,7,0,,21,166,59.85,Bronze medal,moški
ARG,1994,Martín Avendaño,7,7,7,2,7,7,,37,37,90.63,Silver medal,moški
ARG,1994,Santiago Laplagne,0,0,6,5,0,0,,11,284,26.3,,moški
ARG,1994,Leandro Saita,2,7,6,7,7,7,,36,44,88.8,Silver medal,moški
ARG,1994,Pablo Shmerkin,0,0,6,5,5,0,,16,214,44.53,,moški
ARG,1994,Luis Silvestre,7,7,7,7,7,0,,35,49,87.5,Silver medal,moški
ARG,1994,Dora Tilli,0,6,1,3,7,7,,24,132,65.89,Bronze medal,ženska
ARG,1993,Agustin Bompadre,0,0,0,0,1,4,,5,284,31.31,,moški
ARG,1993,Lucas Hergert,0,1,0,0,3,0,,4,311,24.76,,moški
ARG,1993,Matilde Lalin,1,0,0,0,1,0,,2,360,12.86,,ženska
ARG,1993,Luis Silvestre,7,2,0,7,5,0,,21,83,80.1,Silver medal,moški
ARG,1993,Martin Szew,1,5,0,4,3,0,,13,161,61.17,Bronze medal,moški
ARG,1993,Claudio Tessone,0,0,0,0,1,0,,1,390,5.58,,moški
ARG,1992,Hstau Young Liao,5,3,0,6,3,0,,17,120,62.93,Bronze medal,moški
ARG,1992,Gustavo Ernesto Massaccesi,0,1,4,1,0,0,,6,238,26.17,,moški
ARG,1992,Pablo Ariel Milrud,0,3,0,7,0,0,,10,192,40.5,Honourable mention,moški
ARG,1992,German Maximiliano Müller,7,7,0,7,1,2,,24,73,77.57,Silver medal,moški
ARG,1992,Nicolas Stier,0,3,0,1,0,0,,4,276,14.33,,moški
ARG,1992,Martin Szew,5,1,0,0,0,0,,6,238,26.17,,moški
ARG,1991,Roberto Marcello Coutelier,0,1,3,0,0,0,,4,268,15.77,,moški
ARG,1991,Hstau Young Liao,7,7,0,5,7,0,,26,96,70.03,Bronze medal,moški
ARG,1991,Ariel Luis Lombardi,0,4,0,0,1,0,,5,259,18.61,,moški
ARG,1991,Gustavo Ernesto Massaccesi,0,7,3,7,0,7,,24,108,66.25,Bronze medal,moški
ARG,1991,Pablo Ariel Milrud,7,7,0,5,0,1,,20,144,54.89,Bronze medal,moški
ARG,1991,German Maximiliano Müller,7,1,0,7,0,0,,15,175,45.11,Honourable mention,moški
ARG,1990,Pablo Sebastian Armas,0,3,0,1,1,0,,5,280,9.12,,moški
ARG,1990,Fernardo Ariel Broner,4,0,1,2,7,2,,16,139,55.05,Bronze medal,moški
ARG,1990,Roberto Marcello Coutelier,0,2,1,1,2,1,,7,266,13.68,,moški
ARG,1990,Ariel David Landau,0,3,3,1,6,0,,13,184,40.39,,moški
ARG,1990,Pablo Ariel Milrud,0,3,0,2,7,0,,12,201,34.85,Honourable mention,moški
ARG,1990,Luis Victor Dieulefait,0,3,1,7,3,0,,14,171,44.63,Honourable mention,moški
ARG,1988,Horacio Casini,7,0,1,0,3,0,,11,150,44.19,Honourable mention,moški
ARG,1988,Pablo Lotito,2,0,0,0,4,0,,6,201,25.09,,moški
ARG,1988,Leonardo Ornella,0,0,0,0,6,0,,6,201,25.09,,moški
ARM,2021,Loreta Arzumanyan,4,0,1,7,0,0,,12,290,53.24,Bronze medal,ženska
ARM,2021,Erik Babasyan,7,0,1,7,0,0,,15,180,71.04,Bronze medal,moški
ARM,2021,Ruben Hambardzumyan,7,0,1,7,0,0,,15,180,71.04,Bronze medal,moški
ARM,2021,Vahagn Hovhannisyan,7,0,1,7,7,0,,22,63,89.97,Silver medal,moški
ARM,2021,Mher Karagulyan,7,7,0,7,0,0,,21,105,83.17,Silver medal,moški
ARM,2021,Hayk Karapetyan,4,0,0,2,0,0,,6,415,33.01,,moški
ARM,2020,Erik Babasyan,7,7,0,7,0,0,,21,206,66.67,Bronze medal,moški
ARM,2020,Tigran Chtchyan,7,0,0,5,0,0,,12,358,41.95,Honourable mention,moški
ARM,2020,Vachagan Dilanyan,7,0,0,7,7,0,,21,206,66.67,Bronze medal,moški
ARM,2020,Vahagn Hovhannisyan,7,0,0,4,7,0,,18,248,59.84,Bronze medal,moški
ARM,2020,Mher Karagulyan,7,7,0,7,7,0,,28,86,86.18,Silver medal,moški
ARM,2020,Hayk Karapetyan,7,2,7,3,7,0,,26,121,80.49,Silver medal,moški
ARM,2019,Norayr Baghdasaryan,7,0,0,7,7,0,,21,214,65.65,Bronze medal,moški
ARM,2019,Tigran Chtchyan,7,0,0,0,2,0,,9,417,32.9,Honourable mention,moški
ARM,2019,Vachagan Dilanyan,7,1,0,0,2,0,,10,402,35.32,Honourable mention,moški
ARM,2019,Gagik Magakyan,7,7,1,7,6,0,,28,65,89.68,Silver medal,moški
ARM,2019,Natalie Muradyan,6,1,0,0,2,0,,9,417,32.9,,ženska
ARM,2019,Lyova Panosyan,7,6,0,7,7,0,,27,101,83.87,Silver medal,moški
ARM,2018,Tigran Chtchyan,7,6,0,2,1,0,,16,271,54.47,Bronze medal,moški
ARM,2018,Aleksandr Karalyan,7,7,0,7,7,0,,28,87,85.5,Silver medal,moški
ARM,2018,Gagik Magakyan,7,2,0,7,7,0,,23,157,73.69,Bronze medal,moški
ARM,2018,Vahan Martirosyan,7,6,0,7,7,0,,27,111,81.45,Silver medal,moški
ARM,2018,Natalie Muradyan,7,3,0,7,1,0,,18,228,61.72,Bronze medal,ženska
ARM,2018,Lyova Panosyan,7,1,0,7,3,0,,18,228,61.72,Bronze medal,moški
ARM,2017,Vahe Karagulyan,7,1,0,7,0,0,,15,292,52.61,Honourable mention,moški
ARM,2017,Gagik Magakyan,7,4,0,7,1,0,,19,115,81.43,Silver medal,moški
ARM,2017,Vahan Martirosyan,7,3,0,7,1,0,,18,139,77.52,Bronze medal,moški
ARM,2017,Mikayel Mkrtchyan,7,6,0,7,0,0,,20,103,83.39,Silver medal,moški
ARM,2017,Natali Muradyan,6,0,0,3,0,0,,9,471,23.45,,ženska
ARM,2017,Sergey Nersisyan,7,4,0,7,0,0,,18,139,77.52,Bronze medal,moški
ARM,2016,Eduard Gomktsyan,7,1,0,7,0,0,,15,281,53.41,Honourable mention,moški
ARM,2016,Arsen Hambardzumyan,7,5,0,7,1,1,,21,146,75.87,Bronze medal,moški
ARM,2016,Narek Khandanyan,7,1,0,7,2,0,,17,224,62.9,Bronze medal,moški
ARM,2016,Vahan Martirosyan,7,0,0,7,0,7,,21,146,75.87,Bronze medal,moški
ARM,2016,Mikayel Mkrtchyan,7,2,0,7,7,0,,23,114,81.2,Silver medal,moški
ARM,2016,Sergey Nersisyan,7,7,0,6,1,0,,21,146,75.87,Bronze medal,moški
ARM,2015,Albert Gevorgyan,7,1,0,7,1,0,,16,183,68.4,Bronze medal,moški
ARM,2015,Arsen Hambardzumyan,7,1,0,7,1,0,,16,183,68.4,Bronze medal,moški
ARM,2015,Grigor Keropyan,7,0,1,7,3,0,,18,140,75.87,Bronze medal,moški
ARM,2015,Narek Khandanyan,4,4,1,7,1,0,,17,160,72.4,Bronze medal,moški
ARM,2015,Sergey Nersisyan,7,1,0,7,1,0,,16,183,68.4,Bronze medal,moški
ARM,2015,Hakob Tamazyan,7,0,7,7,0,0,,21,88,84.9,Silver medal,moški
ARM,2014,Albert Gevorgyan,7,7,0,1,1,0,,16,267,52.42,Bronze medal,moški
ARM,2014,Hakob Hakobyan,7,0,1,7,0,0,,15,296,47.23,Honourable mention,moški
ARM,2014,Grigor Keropyan,7,0,0,7,1,0,,15,296,47.23,Honourable mention,moški
ARM,2014,Edgar Minasyan,7,7,0,7,1,0,,22,124,78.0,Silver medal,moški
ARM,2014,Gevorg Mnatsakanyan,7,6,0,7,7,0,,27,69,87.84,Silver medal,moški
ARM,2014,Hakob Tamazyan,7,0,1,7,0,0,,15,296,47.23,Honourable mention,moški
ARM,2013,Narek Hovsepyan,7,0,0,7,0,0,,14,279,47.15,Honourable mention,moški
ARM,2013,Avetik Karagulyan,0,0,0,7,0,0,,7,394,25.29,Honourable mention,moški
ARM,2013,Eduard Mihranyan,0,0,1,7,0,0,,8,355,32.7,Honourable mention,moški
ARM,2013,Vazgen Mikayelyan,1,0,0,7,0,0,,8,355,32.7,Honourable mention,moški
ARM,2013,Edgar Minasyan,7,6,0,7,3,0,,23,138,73.95,Bronze medal,moški
ARM,2013,Gevorg Mnatsakanyan,7,7,0,7,7,0,,28,61,88.59,Silver medal,moški
ARM,2012,Avetik Karagulyan,7,1,0,5,0,0,,13,277,49.45,Honourable mention,moški
ARM,2012,Artyom Kosyan,7,0,0,2,7,0,,16,204,62.82,Bronze medal,moški
ARM,2012,Vazgen Mikayelyan,1,0,0,3,0,0,,4,465,15.02,,moški
ARM,2012,Edgar Minasyan,7,7,0,5,3,0,,22,96,82.6,Silver medal,moški
ARM,2012,Gevorg Mnatsakanyan,7,0,0,7,0,0,,14,254,53.66,Bronze medal,moški
ARM,2012,Armen Vardanyan,7,1,0,3,0,0,,11,316,42.31,Honourable mention,moški
ARM,2011,Daniil Hayrapetyan,4,0,0,1,2,0,,7,420,25.44,,moški
ARM,2011,Artyom Kosyan,7,0,0,1,1,1,,10,356,36.83,Honourable mention,moški
ARM,2011,Arshak Minasyan,7,0,1,1,0,1,,10,356,36.83,Honourable mention,moški
ARM,2011,Mher Mnatsakanyan,7,0,0,3,1,0,,11,338,40.04,Honourable mention,moški
ARM,2011,Armen Vardanyan,7,7,0,7,2,0,,23,83,85.41,Silver medal,moški
ARM,2010,Aleksandr Chatrchyan,7,0,0,7,0,0,,14,266,49.14,Honourable mention,moški
ARM,2010,Tigran Hakobyan,3,0,0,0,0,0,,3,477,8.64,,moški
ARM,2010,Narek Hovsepyan,4,0,0,3,0,0,,7,418,19.96,,moški
ARM,2010,Artyom Kosyan,4,1,0,7,1,0,,13,313,40.12,Honourable mention,moški
ARM,2010,Mher Mnatsakanyan,7,0,0,3,0,0,,10,366,29.94,Honourable mention,moški
ARM,2010,Armen Vardanyan,7,1,0,7,1,0,,16,199,62.0,Bronze medal,moški
ARM,2009,Vahagn Aslanyan,7,6,0,4,1,0,,18,208,63.3,Bronze medal,moški
ARM,2009,Vahagn Kirakosyan,7,5,0,5,0,0,,17,220,61.17,Bronze medal,moški
ARM,2009,Hayk Saribekyan,7,0,0,1,0,0,,8,376,33.51,Honourable mention,moški
ARM,2009,Anna Srapionyan,4,5,0,0,0,0,,9,354,37.41,,ženska
ARM,2009,Nerses Srapionyan,1,0,0,0,0,0,,1,511,9.57,,moški
ARM,2009,Vanik Tadevosyan,0,0,0,5,1,0,,6,416,26.42,,moški
ARM,2008,Davit Arakelyan,7,0,0,0,0,0,,7,392,26.78,Honourable mention,moški
ARM,2008,Vahagn Aslanyan,1,0,0,4,0,0,,5,424,20.79,,moški
ARM,2008,Artur Darbinyan,5,0,0,4,0,0,,9,346,35.39,,moški
ARM,2008,Tigran Hakobyan,1,4,0,7,0,0,,12,297,44.57,Honourable mention,moški
ARM,2008,Vahan Huroyan,7,1,0,3,0,0,,11,320,40.26,Honourable mention,moški
ARM,2008,Vahagn Kirakosyan,7,1,0,4,0,0,,12,297,44.57,Honourable mention,moški
ARM,2007,Artur Darbinyan,0,1,0,7,0,0,,8,365,29.87,Honourable mention,moški
ARM,2007,Tigran Hakobyan,0,3,0,6,7,0,,16,171,67.24,Bronze medal,moški
ARM,2007,Emma Hovhannisyan,0,1,0,7,0,0,,8,365,29.87,Honourable mention,ženska
ARM,2007,Tigran Sloyan,3,7,0,7,7,0,,24,68,87.09,Silver medal,moški
ARM,2007,Narek Tovmasyan,0,1,0,7,0,0,,8,365,29.87,Honourable mention,moški
ARM,2007,Vardan Verdiyan,0,0,0,7,2,0,,9,344,33.91,Honourable mention,moški
ARM,2006,Nerses Aramyan,7,0,1,7,0,0,,15,189,62.17,Bronze medal,moški
ARM,2006,Tigran Hakobyan,7,0,1,6,0,0,,14,254,49.09,Honourable mention,moški
ARM,2006,Davit Karagulyan,7,0,1,1,0,0,,9,364,26.96,Honourable mention,moški
ARM,2006,Tigran Sloyan,7,1,7,6,3,0,,24,52,89.74,Silver medal,moški
ARM,2006,Narek Tovmasyan,7,0,0,7,0,0,,14,254,49.09,Honourable mention,moški
ARM,2006,Vardan Verdiyan,7,0,0,7,0,0,,14,254,49.09,Honourable mention,moški
ARM,2005,Nerses Aramyan,7,3,0,7,1,0,,18,156,69.73,Bronze medal,moški
ARM,2005,Khachik Badeyan,7,1,0,7,0,0,,15,207,59.77,Bronze medal,moški
ARM,2005,Arman Darbinyan,2,0,0,0,3,0,,5,341,33.59,,moški
ARM,2005,Vahe Musoyan,2,7,0,7,0,1,,17,175,66.02,Bronze medal,moški
ARM,2005,Armen Nurbekyan,0,0,0,7,7,0,,14,225,56.25,Bronze medal,moški
ARM,2005,Tigran Sloyan,7,0,0,0,6,0,,13,238,53.71,Bronze medal,moški
ARM,2004,Arman Darbinyan,6,1,0,7,3,0,,17,212,56.49,Bronze medal,moški
ARM,2004,Vahe Musoyan,6,1,2,2,0,0,,11,295,39.38,,moški
ARM,2004,Armen Nurbekyan,7,1,0,0,7,0,,15,244,49.9,Honourable mention,moški
ARM,2004,Haik Sedrakyan,7,1,0,7,2,0,,17,212,56.49,Bronze medal,
ARM,2004,Tigran Sloyan,6,1,0,7,3,0,,17,212,56.49,Bronze medal,moški
ARM,2004,Vardan Voskanyan,7,7,0,7,0,0,,21,159,67.42,Bronze medal,
ARM,2003,Avet Grigoryan,0,7,0,7,0,0,,14,179,60.96,Bronze medal,
ARM,2003,Levon Haykazyan,7,1,0,7,0,0,,15,163,64.47,Bronze medal,
ARM,2003,Vahe Musoyan,0,1,0,1,0,0,,2,402,12.06,,moški
ARM,2003,Levon Nurbekyan,0,1,0,7,7,0,,15,163,64.47,Bronze medal,moški
ARM,2003,Haik Sedrakyan,0,1,0,7,0,0,,8,292,36.18,Honourable mention,
ARM,2003,Tigran Sloyan,0,0,0,7,0,0,,7,320,30.04,Honourable mention,moški
ARM,2002,Grigor Aghanyan,0,0,0,1,1,0,,2,410,14.44,,
ARM,2002,Avet Grigoryan,0,0,0,4,1,0,,5,360,24.9,,
ARM,2002,Levon Nurbekyan,0,7,0,4,1,0,,12,249,48.12,Honourable mention,moški
ARM,2002,Haik Sedrakyan,0,6,0,0,0,0,,6,352,26.57,,
ARM,2002,Vahan Simonyan,1,0,0,0,0,0,,1,431,10.04,,
ARM,2002,Artak Vardanyan,0,6,0,0,1,0,,7,334,30.33,,
ARM,2001,Grigor Aslanyan,1,4,2,6,3,0,,16,148,68.86,Bronze medal,moški
ARM,2001,Aram Khachatryan,7,1,0,7,3,0,,18,127,73.31,Bronze medal,moški
ARM,2001,Levon Nurbekyan,0,3,0,0,2,0,,5,327,30.93,,moški
ARM,2001,Hovhannes Nurijanyan,0,0,0,2,0,0,,2,398,15.89,,moški
ARM,2001,Tigran Petrosyan,0,1,0,0,2,0,,3,364,23.09,,moški
ARM,2000,Tigran Grigoryan,7,7,0,0,1,0,,15,161,65.22,Bronze medal,
ARM,2000,David Harutyunyan,7,7,0,2,7,0,,23,79,83.04,Silver medal,
ARM,2000,Aram Kalantaryan,7,7,0,6,0,0,,20,111,76.09,Bronze medal,
ARM,2000,Aram Khachatryan,2,7,1,5,0,0,,15,161,65.22,Bronze medal,moški
ARM,2000,Areg Meliksetyan,3,1,0,2,0,0,,6,333,27.83,,
ARM,2000,Sevak Mkrtchyan,7,7,1,0,7,7,,29,40,91.52,Silver medal,
ARM,1999,Gagik Amirkhanyan,3,7,2,2,0,1,,15,138,69.49,Bronze medal,
ARM,1999,Tigran Grigoryan,3,2,0,3,1,0,,9,270,40.09,,
ARM,1999,David Harutyunyan,7,1,0,7,1,1,,17,119,73.72,Bronze medal,
ARM,1999,Aram Kalantaryan,2,0,0,1,1,0,,4,394,12.47,,
ARM,1999,Sevak Mkrtchyan,6,1,1,1,2,1,,12,202,55.23,Bronze medal,
ARM,1999,Suren Samarchyan,2,1,0,6,0,1,,10,248,44.99,,
ARM,1998,Gagik Amirkhanyan,2,7,1,7,7,0,,24,95,77.51,Silver medal,
ARM,1998,Artak Arakelyan,2,0,1,0,0,0,,3,340,18.9,,
ARM,1998,Rafayel Barkhudaryan,2,0,1,0,0,0,,3,340,18.9,,
ARM,1998,Smbat Gogyan,3,7,2,6,7,0,,25,86,79.67,Silver medal,
ARM,1998,David Harutyunyan,7,0,2,7,7,0,,23,104,75.36,Bronze medal,
ARM,1998,Sevak Mkrtchyan,7,0,1,7,7,0,,22,112,73.44,Bronze medal,
ARM,1997,Grigori Bagdasaryan,4,7,1,5,7,0,,24,110,76.25,Bronze medal,
ARM,1997,Ara Hayrapetyan,3,0,0,5,3,0,,11,272,40.96,,
ARM,1997,Hrayr Matevosyan,1,7,0,4,0,0,,12,258,44.01,Honourable mention,
ARM,1997,Arman Melkumyan,1,7,1,5,7,0,,21,142,69.28,Bronze medal,
ARM,1997,Haik Mkrtchyan,2,0,1,0,3,5,,11,272,40.96,,
ARM,1997,Khachik Sargsyan,4,7,0,2,5,0,,18,177,61.66,Bronze medal,
ARM,1996,Grigori Bagdasaryan,1,7,1,3,7,0,,19,102,76.12,Bronze medal,
ARM,1996,Ashot Hairapetyan,4,0,1,1,0,0,,6,266,37.35,,
ARM,1996,Arman Melkumyan,2,7,1,0,0,0,,10,216,49.17,Honourable mention,
ARM,1996,Haik Mkrtchyan,2,1,1,0,7,0,,11,201,52.72,Honourable mention,
ARM,1996,Saak Petrosian,2,1,1,0,0,7,,11,201,52.72,Honourable mention,
ARM,1996,Khachik Sargsyan,4,1,1,0,0,0,,6,266,37.35,,
ARM,1995,Arman Antaranian,1,0,0,1,0,0,,2,381,7.54,,
ARM,1995,Haik Grigorian,0,0,0,0,0,0,,0,406,1.46,,
ARM,1995,Vardgues Levonian,7,7,3,7,7,0,,31,73,82.48,Silver medal,
ARM,1995,Nansen Petrossian,7,7,4,1,7,0,,26,132,68.13,Bronze medal,
ARM,1995,Sahack Petrossian,1,7,3,7,0,0,,18,202,51.09,Honourable mention,
ARM,1995,Vahe Poladian,2,7,7,7,7,4,,34,54,87.1,Silver medal,
ARM,1994,Artur Barkhoudarian,6,6,1,7,7,0,,27,114,70.57,Bronze medal,
ARM,1994,Arnak Dalalian,3,6,0,7,7,0,,23,143,63.02,Bronze medal,
ARM,1994,Vardgues Levonian,0,7,4,3,7,0,,21,165,57.29,Bronze medal,
ARM,1994,Haik Mikaelian,2,7,0,0,6,0,,15,230,40.36,Honourable mention,
ARM,1994,Vahe Poladian,6,7,1,5,5,0,,24,132,65.89,Bronze medal,
ARM,1993,Gourgen Assatrian,1,2,0,4,2,0,,9,210,49.27,,
ARM,1993,Artur Barkhoudarian,7,3,7,6,5,2,,30,28,93.45,Gold medal,
ARM,1993,Vagan Keropian,0,0,0,0,3,0,,3,339,17.96,,
ARM,1993,Vardgues Levonian,0,0,0,3,1,1,,5,284,31.31,,
ARM,1993,Vahe Poladian,1,2,7,6,7,2,,25,52,87.62,Silver medal,
ARM,1993,Tigran Sedrakian,0,2,0,3,1,0,,6,265,35.92,,
ARM,1992,Tigran Grigorian,6,0,0,2,0,0,,8,,,,
ARM,1992,Vahan Grigorian,7,1,0,5,0,3,,16,,,Bronze medal,
ARM,1992,Ashot Petrosian,7,1,0,5,0,0,,13,,,Honourable mention,
ARM,1992,Vahe Poladian,7,0,0,5,1,3,,16,,,Bronze medal,
AUS,2021,Andres  Buritica,7,0,0,7,7,3,,24,48,92.39,Gold medal,moški
AUS,2021,Jason Chi,6,1,0,7,0,0,,14,218,64.89,Bronze medal,moški
AUS,2021,Zian Shang,7,0,1,7,7,0,,22,63,89.97,Silver medal,moški
AUS,2021,Hadyn Tang,7,0,1,7,7,7,,29,24,96.28,Gold medal,moški
AUS,2021,Haibing Wang,7,0,0,7,7,0,,21,105,83.17,Silver medal,moški
AUS,2021,Ruiying Wu,0,1,0,2,7,0,,10,319,48.54,Honourable mention,ženska
AUS,2020,Andres David Buritica Monroy,7,7,0,7,7,1,,29,59,90.57,Silver medal,moški
AUS,2020,Yasiru Randiya Jayasooriya,7,7,0,7,7,0,,28,86,86.18,Silver medal,moški
